Representative,BioGuideID,ReportDate,TransactionDate,Ticker,Transaction,Range,House,Amount,Party,last_modified,TickerType,Description,Quarter,EntryPrice,ExitPrice,PercentChange,TransactionType,TradeAmount,PartyName,WeightedReturn
Rob Bresnahan,B001327,2025-03-07,2025-02-13,ANET,Sale,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-10,ST,,2025-Q1,109.72000122070312,78.95999908447266,28.03499981225515,sale,15000.0,Republicans,0.09557386299632438
Byron Donalds,D000032,2025-03-25,2025-02-13,FTNT,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-26,ST,,2025-Q1,108.98999786376952,99.54000091552734,-8.67051760112343,purchase,15000.0,Republicans,-0.4128817905296872
Jared Moskowitz,M001217,2025-03-06,2025-02-13,WST,Sale,"$1,001 - $15,000",Representatives,1001.0,D,2025-03-07,ST,,2025-Q1,243.83999633789065,226.05999755859372,7.291666275560067,sale,15000.0,Democrats,0.40509257086444816
Rob Bresnahan,B001327,2025-03-07,2025-02-13,SNOW,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-10,ST,,2025-Q1,186.9600067138672,156.97999572753906,-16.035520918765805,purchase,15000.0,Republicans,-0.054666548586701606
Markwayne Mullin,M001190,2025-02-27,2025-02-13,PM,Purchase,"$15,001 - $50,000",Senate,15001.0,R,2025-02-28,Stock,,2025-Q1,147.7755788812297,155.00999450683594,4.895542064782356,purchase,50000.0,Republicans,0.10573524977931655
Markwayne Mullin,M001190,2025-02-27,2025-02-13,STZ,Sale (Partial),"$15,001 - $50,000",Senate,15001.0,R,2025-02-28,Stock,,2025-Q1,162.97999572753906,184.30999755859372,13.087496864776584,sale,50000.0,Republicans,-0.2826673188936627
Markwayne Mullin,M001190,2025-02-27,2025-02-13,AMD,Sale (Full),"$50,001 - $100,000",Senate,50001.0,R,2025-02-28,Stock,,2025-Q1,112.0,106.6500015258789,-4.776784351893833,sale,100000.0,Republicans,0.20634057675567316
Josh Gottheimer,G000583,2025-03-06,2025-02-13,TSLA,Sale,"$1,001 - $15,000",Representatives,1001.0,D,2025-03-07,ST,,2025-Q1,345.0,273.1300048828125,20.831882642663043,sale,15000.0,Democrats,0.01060326568170837
Josh Gottheimer,G000583,2025-03-06,2025-02-13,V,Purchase,"$1,001 - $15,000",Representatives,1001.0,D,2025-03-07,ST,,2025-Q1,353.1199951171875,349.8599853515625,-0.9232016908425486,purchase,15000.0,Democrats,-0.0004699024554678734
Josh Gottheimer,G000583,2025-03-06,2025-02-13,PYPL,Sale,"$1,001 - $15,000",Representatives,1001.0,D,2025-03-07,ST,,2025-Q1,76.37000274658203,68.86000061035156,9.833706777713298,sale,15000.0,Democrats,0.005005280002229368
John Boozman,B001236,2025-03-06,2025-02-13,GOOGL,Purchase,"$1,001 - $15,000",Senate,1001.0,R,2025-03-07,Stock,,2025-Q1,184.1079743694657,162.24000549316406,-11.877795598585683,purchase,15000.0,Republicans,-0.32102150266447793
Marjorie Taylor Greene,G000596,2025-02-14,2025-02-12,UPS,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2025-02-17,ST,,2025-Q1,111.75049686016756,111.01000213623048,-0.6626321535408156,purchase,15000.0,Republicans,-0.00824853303162841
Marjorie Taylor Greene,G000596,2025-02-14,2025-02-12,PLTR,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2025-02-17,ST,,2025-Q1,110.29000091552734,90.08999633789062,-18.315354438257906,purchase,15000.0,Republicans,-0.22799196396171664
Julie Johnson,J000310,2025-03-12,2025-02-12,PLTR,Purchase,"$1,001 - $15,000",Representatives,1001.0,D,2025-03-13,ST,,2025-Q1,110.29000091552734,90.08999633789062,-18.315354438257906,purchase,15000.0,Democrats,-0.18074362932491353
Tim Moore,M001236,2025-03-11,2025-02-12,HOG,Sale,"$50,001 - $100,000",Representatives,50001.0,R,2025-03-12,ST,,2025-Q1,25.753138895966284,25.940000534057617,-0.7255878160956961,sale,100000.0,Republicans,-0.021247080998409846
Julie Johnson,J000310,2025-03-12,2025-02-12,AES,Sale,"$1,001 - $15,000",Representatives,1001.0,D,2025-03-13,ST,,2025-Q1,10.09000015258789,12.43000030517578,-23.19127965511205,sale,15000.0,Democrats,-0.22886131238597418
Marjorie Taylor Greene,G000596,2025-02-14,2025-02-12,AAPL,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2025-02-17,ST,,2025-Q1,231.1999969482422,223.8500061035156,-3.1790618260137675,purchase,15000.0,Republicans,-0.03957338372631246
Julie Johnson,J000310,2025-03-12,2025-02-12,EL,Sale,"$1,001 - $15,000",Representatives,1001.0,D,2025-03-13,ST,,2025-Q1,69.66424695233148,66.94999694824219,3.8961879627386895,sale,15000.0,Democrats,0.038449223316500226
Marjorie Taylor Greene,G000596,2025-02-14,2025-02-12,MSFT,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2025-02-17,ST,,2025-Q1,406.3951110778186,390.5799865722656,-3.8915636715237554,purchase,15000.0,Republicans,-0.04844270130527496
Julie Johnson,J000310,2025-03-12,2025-02-12,REGN,Sale,"$1,001 - $15,000",Representatives,1001.0,D,2025-03-13,ST,,2025-Q1,659.1130373916309,635.8300170898438,3.532477584410587,sale,15000.0,Democrats,0.03485997616194659
Marjorie Taylor Greene,G000596,2025-02-14,2025-02-12,NSC,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2025-02-17,ST,,2025-Q1,251.1499938964844,235.2100067138672,-6.346799749151942,purchase,15000.0,Republicans,-0.07900580600604078
Julie Johnson,J000310,2025-03-12,2025-02-12,TSLA,Sale,"$15,001 - $50,000",Representatives,15001.0,D,2025-03-13,ST,,2025-Q1,329.94000244140625,273.1300048828125,17.218281244537053,sale,50000.0,Democrats,0.566390830412403
Julie Johnson,J000310,2025-03-12,2025-02-12,FCX,Purchase,"$1,001 - $15,000",Representatives,1001.0,D,2025-03-13,ST,,2025-Q1,37.66999816894531,39.97999954223633,6.132204633859931,purchase,15000.0,Democrats,0.060515177307828266
Marjorie Taylor Greene,G000596,2025-02-14,2025-02-12,ADBE,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2025-02-17,ST,,2025-Q1,458.0,396.1499938964844,-13.504368144872409,purchase,15000.0,Republicans,-0.1681041677784947
Julie Johnson,J000310,2025-03-12,2025-02-12,EIX,Purchase,"$1,001 - $15,000",Representatives,1001.0,D,2025-03-13,ST,,2025-Q1,50.25,57.290000915527344,14.009952070701182,purchase,15000.0,Democrats,0.13825610596086693
Julie Johnson,J000310,2025-03-12,2025-02-12,ETN,Purchase,"$1,001 - $15,000",Representatives,1001.0,D,2025-03-13,ST,,2025-Q1,308.20001220703125,280.9100036621094,-8.854642266071682,purchase,15000.0,Democrats,-0.08738133815202319
Rob Bresnahan,B001327,2025-03-07,2025-02-12,HOOD,Sale,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-10,ST,,2025-Q1,53.16999816894531,43.9900016784668,17.265369205598773,sale,15000.0,Republicans,0.05885921320090491
Marjorie Taylor Greene,G000596,2025-02-14,2025-02-12,INTC,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2025-02-17,ST,,2025-Q1,21.979999542236328,23.6200008392334,7.461334536634892,purchase,15000.0,Republicans,0.09287968302865011
Julie Johnson,J000310,2025-03-12,2025-02-12,MKTX,Sale,"$1,001 - $15,000",Representatives,1001.0,D,2025-03-13,ST,,2025-Q1,193.24034549991893,219.00999450683597,-13.33554281340685,sale,15000.0,Democrats,-0.1316007514480939
Julie Johnson,J000310,2025-03-12,2025-02-12,HII,Sale,"$1,001 - $15,000",Representatives,1001.0,D,2025-03-13,ST,,2025-Q1,164.93243580140626,203.1499938964844,-23.171644746152637,sale,15000.0,Democrats,-0.2286675468370326
Julie Johnson,J000310,2025-03-12,2025-02-12,ON,Purchase,"$1,001 - $15,000",Representatives,1001.0,D,2025-03-13,ST,,2025-Q1,47.290000915527344,43.7599983215332,-7.464585590302006,purchase,15000.0,Democrats,-0.07366367358850665
Julie Johnson,J000310,2025-03-12,2025-02-12,F,Purchase,"$1,001 - $15,000",Representatives,1001.0,D,2025-03-13,ST,,2025-Q1,8.879810284415337,9.899999618530272,11.488864079736452,purchase,15000.0,Democrats,0.11337694815529394
Julie Johnson,J000310,2025-03-12,2025-02-12,ENPH,Sale,"$1,001 - $15,000",Representatives,1001.0,D,2025-03-13,ST,,2025-Q1,61.0,60.709999084472656,0.4754113369300717,sale,15000.0,Democrats,0.004691559246020444
Julie Johnson,J000310,2025-03-12,2025-02-12,VST,Purchase,"$1,001 - $15,000",Representatives,1001.0,D,2025-03-13,ST,,2025-Q1,163.14806387344635,119.30999755859376,-26.870111280546794,purchase,15000.0,Democrats,-0.2651655718475013
Julie Johnson,J000310,2025-03-12,2025-02-12,ANET,Purchase,"$1,001 - $15,000",Representatives,1001.0,D,2025-03-13,ST,,2025-Q1,111.83999633789062,78.95999908447266,-29.39914013773841,purchase,15000.0,Democrats,-0.29012309346452375
Julie Johnson,J000310,2025-03-12,2025-02-12,ALB,Sale,"$1,001 - $15,000",Representatives,1001.0,D,2025-03-13,ST,,2025-Q1,75.29643411728267,74.75,0.7257104850829184,sale,15000.0,Democrats,0.007161616629107747
Julie Johnson,J000310,2025-03-12,2025-02-12,PYPL,Purchase,"$1,001 - $15,000",Representatives,1001.0,D,2025-03-13,ST,,2025-Q1,75.41999816894531,68.86000061035156,-8.697955075388576,purchase,15000.0,Democrats,-0.08583508298080832
Julie Johnson,J000310,2025-03-12,2025-02-12,BA,Purchase,"$1,001 - $15,000",Representatives,1001.0,D,2025-03-13,ST,,2025-Q1,178.33999633789062,179.11000061035156,0.4317619649391796,purchase,15000.0,Democrats,0.0042608088645313775
Julie Johnson,J000310,2025-03-12,2025-02-12,CEG,Purchase,"$1,001 - $15,000",Representatives,1001.0,D,2025-03-13,ST,,2025-Q1,304.8593868659167,209.1999969482422,-31.37820058653711,purchase,15000.0,Democrats,-0.30965329526187935
Josh Gottheimer,G000583,2025-03-06,2025-02-12,BABA,Purchase,"$1,001 - $15,000",Representatives,1001.0,D,2025-03-07,ST,,2025-Q1,115.81999969482422,135.6300048828125,17.10413161818852,purchase,15000.0,Democrats,0.0087058695036589
Julie Johnson,J000310,2025-03-12,2025-02-12,BWA,Purchase,"$1,001 - $15,000",Representatives,1001.0,D,2025-03-13,ST,,2025-Q1,29.082143448551776,28.82999992370605,-0.8670046115816029,purchase,15000.0,Democrats,-0.008555966561660555
Julie Johnson,J000310,2025-03-12,2025-02-12,APTV,Purchase,"$1,001 - $15,000",Representatives,1001.0,D,2025-03-13,ST,,2025-Q1,64.23999786376953,62.25,-3.097755183600127,purchase,15000.0,Democrats,-0.030569952469738097
Julie Johnson,J000310,2025-03-12,2025-02-12,WFC,Purchase,"$1,001 - $15,000",Representatives,1001.0,D,2025-03-13,ST,,2025-Q1,79.19999694824219,72.27999877929688,-8.737371762106992,purchase,15000.0,Democrats,-0.08622406344184533
Rob Bresnahan,B001327,2025-03-07,2025-02-12,SNOW,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-10,ST,,2025-Q1,180.4199981689453,156.97999572753906,-12.991909255789388,purchase,15000.0,Republicans,-0.04429059973564564
Marjorie Taylor Greene,G000596,2025-02-14,2025-02-12,DVN,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2025-02-17,ST,,2025-Q1,34.60247240644501,36.880001068115234,6.581982451768432,purchase,15000.0,Republicans,0.08193339151578963
Tim Moore,M001236,2025-03-11,2025-02-12,HOG,Purchase,"$50,001 - $100,000",Representatives,50001.0,R,2025-03-12,ST,,2025-Q1,25.753138895966284,25.940000534057617,0.7255878160956961,purchase,100000.0,Republicans,0.021247080998409846
Marjorie Taylor Greene,G000596,2025-02-14,2025-02-12,GS,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2025-02-17,ST,,2025-Q1,640.5835942134192,558.9199829101562,-12.748314512103418,purchase,15000.0,Republicans,-0.15869271176892222
Julie Johnson,J000310,2025-03-12,2025-02-12,WBA,Sale,"$1,001 - $15,000",Representatives,1001.0,D,2025-03-13,ST,,2025-Q1,9.369999885559082,11.15999984741211,-19.103521704538664,sale,15000.0,Democrats,-0.18852159576847366
Julie Johnson,J000310,2025-03-12,2025-02-12,TER,Purchase,"$1,001 - $15,000",Representatives,1001.0,D,2025-03-13,ST,,2025-Q1,109.66324870017316,85.68000030517578,-21.869905076922556,purchase,15000.0,Democrats,-0.21582143168015683
Josh Gottheimer,G000583,2025-03-06,2025-02-12,SHOP,Purchase,"$1,001 - $15,000",Representatives,1001.0,D,2025-03-07,ST,,2025-Q1,119.0500030517578,102.5199966430664,-13.884927328817348,purchase,15000.0,Democrats,-0.007067319644800144
Julie Johnson,J000310,2025-03-12,2025-02-12,JNPR,Sale,"$1,001 - $15,000",Representatives,1001.0,D,2025-03-13,ST,,2025-Q1,35.820971956672224,36.150001525878906,-0.918538920732426,sale,15000.0,Democrats,-0.009064528823017363
Julie Johnson,J000310,2025-03-12,2025-02-12,PFE,Sale,"$1,001 - $15,000",Representatives,1001.0,D,2025-03-13,ST,,2025-Q1,25.479999542236328,25.01000022888184,1.8445813257390715,sale,15000.0,Democrats,0.01820310518821452
Marjorie Taylor Greene,G000596,2025-02-14,2025-02-12,META,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2025-02-17,ST,,2025-Q1,714.6641723225413,602.5800170898438,-15.683471982153858,purchase,15000.0,Republicans,-0.19522994168656255
Thomas H. Kean Jr,K000398,2025-03-14,2025-02-12,MAGN,Sale,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-14,ST,,2025-Q1,21.309999465942383,19.020000457763672,10.746124193191957,sale,15000.0,Republicans,1.0399475025669636
Julie Johnson,J000310,2025-03-12,2025-02-11,PYPL,Sale,"$1,001 - $15,000",Representatives,1001.0,D,2025-03-13,ST,,2025-Q1,77.81500244140625,68.86000061035156,11.508065989971143,sale,15000.0,Democrats,0.1135664406905047
Rob Bresnahan,B001327,2025-03-07,2025-02-11,MNDY,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-10,ST,,2025-Q1,326.5799865722656,255.67999267578125,-21.70984041019783,purchase,15000.0,Republicans,-0.07401081958021988
Julie Johnson,J000310,2025-03-12,2025-02-11,TFC,Sale,"$1,001 - $15,000",Representatives,1001.0,D,2025-03-13,ST,,2025-Q1,46.4541788205641,41.400001525878906,10.879919574528865,sale,15000.0,Democrats,0.10736762738021906
Julie Johnson,J000310,2025-03-12,2025-02-11,CACI,Sale,"$1,001 - $15,000",Representatives,1001.0,D,2025-03-13,ST,,2025-Q1,382.510009765625,375.989990234375,1.704535663065394,sale,15000.0,Democrats,0.016821075622355863
Julie Johnson,J000310,2025-03-12,2025-02-11,ZBH,Sale,"$1,001 - $15,000",Representatives,1001.0,D,2025-03-13,ST,,2025-Q1,99.62999725341795,112.1500015258789,-12.566500670089518,sale,15000.0,Democrats,-0.12401151977062025
Tina Smith,S001203,2025-03-19,2025-02-11,PEP,Sale (Full),"$100,001 - $250,000",Senate,100001.0,D,2025-03-19,Stock,,2025-Q1,143.1047429315883,149.6699981689453,4.587727214950205,sale,250000.0,Democrats,-2.293863607475103
Julie Johnson,J000310,2025-03-12,2025-02-11,DOX,Sale,"$1,001 - $15,000",Representatives,1001.0,D,2025-03-13,ST,,2025-Q1,85.36000061035156,92.0199966430664,-7.802244593596207,sale,15000.0,Democrats,-0.07699583480522573
Rob Bresnahan,B001327,2025-03-07,2025-02-11,ON,Sale,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-10,ST,,2025-Q1,46.970001220703125,43.7599983215332,6.834155451873904,sale,15000.0,Republicans,0.0232982572222974
Julie Johnson,J000310,2025-03-12,2025-02-11,TSLA,Sale,"$1,001 - $15,000",Representatives,1001.0,D,2025-03-13,ST,,2025-Q1,345.79998779296875,273.1300048828125,21.015033393715427,sale,15000.0,Democrats,0.20738519796429697
Tina Smith,S001203,2025-03-19,2025-02-11,GIS,Sale (Full),"$100,001 - $250,000",Senate,100001.0,D,2025-03-19,Stock,,2025-Q1,58.0,59.65999984741211,2.862068702434672,sale,250000.0,Democrats,-1.431034351217336
Ron Wyden,W000779,2025-02-21,2025-02-10,LLY,Sale (Full),"$50,001 - $100,000",Senate,50001.0,D,2025-02-21,Stock,,2025-Q1,876.2198813953873,821.6699829101562,-6.225594698714201,sale,100000.0,Democrats,2.706780303788783
Josh Gottheimer,G000583,2025-03-06,2025-02-10,DSCSY,Purchase,"$1,001 - $15,000",Representatives,1001.0,D,2025-03-07,ST,,2025-Q1,30.399999618530277,21.959999084472656,-27.763159999887066,purchase,15000.0,Democrats,-0.014131231761055515
April Mcclain Delaney,M001232,2025-03-20,2025-02-10,BRO,Sale,"$1,001 - $15,000",Representatives,1001.0,D,2025-03-21,ST,,2025-Q1,108.3499984741211,122.9000015258789,-13.428706282107624,sale,15000.0,Democrats,-0.2898281931390135
April Mcclain Delaney,M001232,2025-03-20,2025-02-10,CLH,Sale,"$1,001 - $15,000",Representatives,1001.0,D,2025-03-21,ST,,2025-Q1,235.6699981689453,199.42999267578125,15.377436998656318,sale,15000.0,Democrats,0.33188712946740256
Rob Bresnahan,B001327,2025-03-07,2025-02-10,TTWO,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-10,ST,,2025-Q1,210.00999450683597,214.2899932861328,2.0379976626100804,purchase,15000.0,Republicans,0.006947719304352547
Josh Gottheimer,G000583,2025-03-06,2025-02-10,XNGSY,Sale,"$1,001 - $15,000",Representatives,1001.0,D,2025-03-07,ST,,2025-Q1,26.299999237060547,33.9900016784668,-29.23955385736252,sale,15000.0,Democrats,-0.014882704711925272
Tim Moore,M001236,2025-03-11,2025-02-10,HOG,Sale,"$100,001 - $250,000",Representatives,100001.0,R,2025-03-12,ST,,2025-Q1,26.8456367793892,25.940000534057617,3.3734951149561967,sale,250000.0,Republicans,0.24696157503339655
Rob Bresnahan,B001327,2025-03-07,2025-02-10,NET,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-10,ST,,2025-Q1,167.5,118.56999969482422,-29.21194048070196,purchase,15000.0,Republicans,-0.09958616072966577
April Mcclain Delaney,M001232,2025-03-20,2025-02-10,TRMB,Sale,"$1,001 - $15,000",Representatives,1001.0,D,2025-03-21,ST,,2025-Q1,74.76000213623047,67.9800033569336,9.06901897480167,sale,15000.0,Democrats,0.1957342224777339
Rob Bresnahan,B001327,2025-03-07,2025-02-10,MSFT,Sale,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-10,ST,,2025-Q1,412.8821197108573,390.5799865722656,5.401573978115092,sale,15000.0,Republicans,0.018414456743574177
Tim Moore,M001236,2025-03-11,2025-02-10,F,Purchase,"$15,001 - $50,000",Representatives,15001.0,R,2025-03-12,ST,,2025-Q1,8.957278408503308,9.899999618530272,10.524638925279168,purchase,50000.0,Republicans,0.1540942741622133
Rob Bresnahan,B001327,2025-03-07,2025-02-10,MTSI,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-10,ST,,2025-Q1,124.75,101.9000015258789,-18.31663204338364,purchase,15000.0,Republicans,-0.062443063784262405
Rob Bresnahan,B001327,2025-03-07,2025-02-10,BABA,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-10,ST,,2025-Q1,107.31999969482422,135.6300048828125,26.37905820768801,purchase,15000.0,Republicans,0.08992860752620913
Rob Bresnahan,B001327,2025-03-07,2025-02-10,TTD,Sale,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-10,ST,,2025-Q1,120.22000122070312,57.2599983215332,52.37065568115097,sale,15000.0,Republicans,0.17853632618574194
April Mcclain Delaney,M001232,2025-03-20,2025-02-09,TSCO,Purchase,"$1,001 - $15,000",Representatives,1001.0,D,2025-03-21,ST,,2025-Q1,52.93557252025847,54.15999984741211,2.313052015608318,purchase,15000.0,Democrats,0.049921985948380966
April Mcclain Delaney,M001232,2025-03-20,2025-02-09,PAYX,Purchase,"$1,001 - $15,000",Representatives,1001.0,D,2025-03-21,ST,,2025-Q1,147.97999572753906,151.8300018310547,2.6017071324993557,purchase,15000.0,Democrats,0.05615195249998609
April Mcclain Delaney,M001232,2025-03-20,2025-02-08,LH,Purchase,"$1,001 - $15,000",Representatives,1001.0,D,2025-03-21,ST,,2025-Q1,244.9682701879266,231.6699981689453,-5.428569181134997,purchase,15000.0,Democrats,-0.11716336362161864
April Mcclain Delaney,M001232,2025-03-20,2025-02-08,FBIN,Purchase,"$1,001 - $15,000",Representatives,1001.0,D,2025-03-21,ST,,2025-Q1,68.35261152921407,62.70000076293945,-8.269780246594792,purchase,15000.0,Democrats,-0.1784844657538444
April Mcclain Delaney,M001232,2025-03-20,2025-02-08,CNM,Purchase,"$1,001 - $15,000",Representatives,1001.0,D,2025-03-21,ST,,2025-Q1,55.0,49.93000030517578,-9.218181263316762,purchase,15000.0,Democrats,-0.19895355244568552
April Mcclain Delaney,M001232,2025-03-20,2025-02-07,CLH,Sale,"$1,001 - $15,000",Representatives,1001.0,D,2025-03-21,ST,,2025-Q1,237.02999877929688,199.42999267578125,15.862973588640864,sale,15000.0,Democrats,0.34236633644548625
Tim Moore,M001236,2025-03-11,2025-02-07,F,Purchase,"$50,001 - $100,000",Representatives,50001.0,R,2025-03-12,ST,,2025-Q1,9.034746688427,9.899999618530272,9.576947311778143,purchase,100000.0,Republicans,0.28043769580609496
Rob Bresnahan,B001327,2025-02-13,2025-02-07,LOW,Sale,"$15,001 - $50,000",Representatives,15001.0,R,2025-02-14,ST,,2025-Q1,256.82000732421875,232.1699981689453,9.598165428036292,sale,50000.0,Republicans,0.1090700616822306
Josh Gottheimer,G000583,2025-03-06,2025-02-07,ABEV,Sale,"$1,001 - $15,000",Representatives,1001.0,D,2025-03-07,ST,,2025-Q1,1.82270085811615,2.309999942779541,-26.735000562134942,sale,15000.0,Democrats,-0.013607906631558336
Josh Gottheimer,G000583,2025-03-06,2025-02-07,DSCSY,Purchase,"$1,001 - $15,000",Representatives,1001.0,D,2025-03-07,ST,,2025-Q1,30.31999969482422,21.959999084472656,-27.57256165730984,purchase,15000.0,Democrats,-0.014034218692217427
Scott Scott Franklin,F000472,2025-02-23,2025-02-07,BWIN,Sale,"$1,000,001 - $5,000,000",Representatives,1000001.0,R,2025-02-24,ST,,2025-Q1,41.150001525878906,46.04999923706055,-11.907648917339824,sale,5000000.0,Republicans,-11.046056509591674
Thomas H. Kean Jr,K000398,2025-03-14,2025-02-07,PRNDY,Sale,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-14,ST,,2025-Q1,21.209999084472656,19.790000915527344,6.694946865815095,sale,15000.0,Republicans,0.6478980837885576
Thomas H. Kean Jr,K000398,2025-03-14,2025-02-07,MDLZ,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-14,ST,,2025-Q1,58.04999923706055,67.5,16.279071295674264,purchase,15000.0,Republicans,1.5753939963555739
Josh Gottheimer,G000583,2025-03-06,2025-02-07,XNGSY,Sale,"$1,001 - $15,000",Representatives,1001.0,D,2025-03-07,ST,,2025-Q1,26.75,33.9900016784668,-27.065426835389893,sale,15000.0,Democrats,-0.013776091025817727
Josh Gottheimer,G000583,2025-03-06,2025-02-06,AVGO,Purchase,"$1,001 - $15,000",Representatives,1001.0,D,2025-03-07,ST,,2025-Q1,233.79255971132287,171.99000549316406,-26.434782310638976,purchase,15000.0,Democrats,-0.013455097884614341
Josh Gottheimer,G000583,2025-03-06,2025-02-06,TWLO,Purchase,"$1,001 - $15,000",Representatives,1001.0,D,2025-03-07,ST,,2025-Q1,148.14999389648438,101.81999969482422,-31.272356470046116,purchase,15000.0,Democrats,-0.015917385376677695
Ron Wyden,W000779,2025-02-21,2025-02-06,IRBT,Sale (Full),"$1,001 - $15,000",Senate,1001.0,D,2025-02-21,Stock,,2025-Q1,8.130000114440918,3.119999885559082,-61.623618184000016,sale,15000.0,Democrats,4.018931620695653
April Mcclain Delaney,M001232,2025-03-20,2025-02-06,CPAY,Purchase,"$1,001 - $15,000",Representatives,1001.0,D,2025-03-21,ST,,2025-Q1,378.1799926757813,355.239990234375,-6.065895310615498,purchase,15000.0,Democrats,-0.13091860382623377
Josh Gottheimer,G000583,2025-03-06,2025-02-06,ABEV,Sale,"$1,001 - $15,000",Representatives,1001.0,D,2025-03-07,ST,,2025-Q1,1.82270085811615,2.309999942779541,-26.735000562134942,sale,15000.0,Democrats,-0.013607906631558336
April Mcclain Delaney,M001232,2025-03-20,2025-02-06,BRO,Sale,"$1,001 - $15,000",Representatives,1001.0,D,2025-03-21,ST,,2025-Q1,107.33000183105467,122.9000015258789,-14.506661165749854,sale,15000.0,Democrats,-0.3130934064550328
Josh Gottheimer,G000583,2025-03-06,2025-02-06,PYPL,Sale,"$1,001 - $15,000",Representatives,1001.0,D,2025-03-07,ST,,2025-Q1,79.68000030517578,68.86000061035156,13.579316834065551,sale,15000.0,Democrats,0.006911766288122947
Debbie Wasserman Schultz,W000797,2025-03-06,2025-02-06,HURC,Sale,"$1,001 - $15,000",Representatives,1001.0,D,2025-03-07,ST,,2025-Q1,22.170000076293945,15.699999809265137,29.1835825203586,sale,15000.0,Democrats,29.1835825203586
Ron Wyden,W000779,2025-02-21,2025-02-06,SOLV,Sale (Full),"$1,001 - $15,000",Senate,1001.0,D,2025-02-21,Stock,,2025-Q1,75.12000274658203,75.51000213623047,0.5191684975892557,sale,15000.0,Democrats,-0.03385881506016885
Tim Moore,M001236,2025-03-11,2025-02-06,HOG,Purchase,"$100,001 - $250,000",Representatives,100001.0,R,2025-03-12,ST,,2025-Q1,26.78604314422794,25.940000534057617,-3.1585202996010024,purchase,250000.0,Republicans,-0.23122403364575422
Scott Scott Franklin,F000472,2025-02-23,2025-02-06,BWIN,Sale,"$15,001 - $50,000",Representatives,15001.0,R,2025-02-24,ST,,2025-Q1,41.81999969482422,46.04999923706055,-10.114776597570962,sale,50000.0,Republicans,-0.0938290964524208
Tim Moore,M001236,2025-03-11,2025-02-06,F,Purchase,"$15,001 - $50,000",Representatives,15001.0,R,2025-03-12,ST,,2025-Q1,9.189682926771734,9.899999618530272,7.729501631543973,purchase,50000.0,Republicans,0.11316986283373313
Gerald E. Connolly,C001078,2025-02-06,2025-02-05,SAIC,Sale,"$1,001 - $15,000",Representatives,1001.0,D,2025-02-07,ST,,2025-Q1,108.88999938964844,111.36000061035156,-2.26834533432639,sale,15000.0,Democrats,-0.75611511144213
Tim Moore,M001236,2025-03-11,2025-02-05,HOG,Sale,"$100,001 - $250,000",Representatives,100001.0,R,2025-03-12,ST,,2025-Q1,27.01447711502917,25.940000534057617,3.9774102470922057,sale,250000.0,Republicans,0.2911720532278335
April Mcclain Delaney,M001232,2025-03-20,2025-02-05,BRO,Sale,"$1,001 - $15,000",Representatives,1001.0,D,2025-03-21,ST,,2025-Q1,106.5199966430664,122.9000015258789,-15.377398985187355,sale,15000.0,Democrats,-0.33188630903282057
Julie Johnson,J000310,2025-03-12,2025-02-05,MCHP,Sale,"$1,001 - $15,000",Representatives,1001.0,D,2025-03-13,ST,,2025-Q1,51.41406355383474,50.790000915527344,1.213797539371593,sale,15000.0,Democrats,0.011978265191167037
John Boozman,B001236,2025-03-06,2025-02-05,MA,Purchase,"$1,001 - $15,000",Senate,1001.0,R,2025-03-07,Stock,,2025-Q1,561.3499755859375,557.5700073242188,-0.6733710565807395,purchase,15000.0,Republicans,-0.01819921774542539
John Boozman,B001236,2025-03-06,2025-02-05,BAC,Sale (Partial),"$1,001 - $15,000",Senate,1001.0,R,2025-03-07,Stock,,2025-Q1,46.68538175169437,42.560001373291016,-8.836557019807668,sale,15000.0,Republicans,0.23882586540020725
