Quarter,PartyName,Representative,Ticker,TransactionType,TradeAmount_UpperRange_$,TradeAmount_UpperRange,PercentChange,TransactionDate
2024-Q4,Democrats,Josh Gottheimer,MSFT,purchase,"$5,000,000.00",5000000.0,-9.638853107498305,2024-12-20
2024-Q4,Democrats,Josh Gottheimer,MSFT,purchase,"$5,000,000.00",5000000.0,-9.638853107498305,2024-12-20
2024-Q4,Democrats,Nancy Pelosi,PANW,purchase,"$5,000,000.00",5000000.0,-6.5065919554663845,2024-12-20
2024-Q4,Democrats,Josh Gottheimer,MSFT,purchase,"$5,000,000.00",5000000.0,-9.638853107498305,2024-12-20
2024-Q4,Democrats,Josh Gottheimer,MSFT,purchase,"$5,000,000.00",5000000.0,-9.638853107498305,2024-12-20
2024-Q4,Democrats,Josh Gottheimer,WMT,purchase,"$15,000.00",15000.0,-9.118181094869756,2024-12-19
2024-Q4,Democrats,Greg Landsman,BLK,purchase,"$15,000.00",15000.0,-6.467557020782742,2024-12-19
2024-Q4,Democrats,Josh Gottheimer,AAPL,purchase,"$15,000.00",15000.0,-9.456111121840866,2024-12-19
2024-Q4,Democrats,Josh Gottheimer,WMT,purchase,"$15,000.00",15000.0,-9.937958934446572,2024-12-18
2024-Q4,Democrats,Jonathan Jackson,ORLY,purchase,"$50,000.00",50000.0,12.27198398696592,2024-12-16
2024-Q4,Democrats,Lloyd Doggett,KO,purchase,"$15,000.00",15000.0,12.702875743482164,2024-12-16
2024-Q4,Democrats,Josh Gottheimer,CRM,purchase,"$15,000.00",15000.0,-23.591488998074293,2024-12-13
2024-Q4,Democrats,Josh Gottheimer,UNP,purchase,"$15,000.00",15000.0,1.7528739042261563,2024-12-13
2024-Q4,Democrats,Josh Gottheimer,JNJ,purchase,"$15,000.00",15000.0,11.709105192021736,2024-12-12
2024-Q4,Democrats,Lloyd Doggett,HD,purchase,"$15,000.00",15000.0,-13.382550581036115,2024-12-12
2024-Q4,Democrats,Lloyd Doggett,PPG,purchase,"$15,000.00",15000.0,-10.993338879439914,2024-12-12
2024-Q4,Democrats,Lloyd Doggett,IBM,purchase,"$15,000.00",15000.0,8.515894726746408,2024-12-10
2024-Q4,Democrats,Lloyd Doggett,JNJ,purchase,"$15,000.00",15000.0,9.675052583082318,2024-12-10
2024-Q4,Democrats,Jonathan Jackson,META,purchase,"$15,000.00",15000.0,-3.256405155087335,2024-12-09
2024-Q4,Democrats,Josh Gottheimer,THR,purchase,"$15,000.00",15000.0,-10.62055786209239,2024-12-06
2024-Q4,Democrats,Josh Gottheimer,CDRE,purchase,"$15,000.00",15000.0,-14.48868912551529,2024-12-06
2024-Q4,Democrats,Josh Gottheimer,TSLA,purchase,"$15,000.00",15000.0,-22.362133496278812,2024-12-03
