Quarter,TransactionDate,Representative,PartyName,Ticker,TransactionType,Range,TradeAmount,EntryPrice,ExitPrice,PercentChange,WeightedTradeReturn
2025-Q1,2025-02-25,Rob Bresnahan,Republicans,INTU,purchase,"$1,001 - $15,000",15000.0,567.3099975585938,615.2999877929688,8.459218141915157,0.004162318259102095
2025-Q1,2025-02-25,Rob Bresnahan,Republicans,KDP,purchase,"$1,001 - $15,000",15000.0,34.91999816894531,34.2599983215332,-1.890034026402251,-0.0009299822993614488
2025-Q1,2025-02-25,Rob Bresnahan,Republicans,MDT,purchase,"$1,001 - $15,000",15000.0,90.36000061035156,88.9800033569336,-1.527221385675685,-0.0007514620562616131
2025-Q1,2025-02-25,Rob Bresnahan,Republicans,NDSN,sale,"$1,001 - $15,000",15000.0,212.7613376525523,206.5500030517578,2.9193906511989707,0.0014364723558466315
2025-Q1,2025-02-25,Rob Bresnahan,Republicans,NVDA,sale,"$1,001 - $15,000",15000.0,129.96804527013506,111.43000030517578,14.263540646801648,0.007018307682533204
2025-Q1,2025-02-25,Rob Bresnahan,Republicans,RVTY,purchase,"$1,001 - $15,000",15000.0,115.26000213623048,107.33999633789062,-6.871426038131482,-0.0033810526676061087
2025-Q1,2025-02-25,Rob Bresnahan,Republicans,ABBV,purchase,"$1,001 - $15,000",15000.0,205.17999267578125,202.72000122070312,-1.198943144015666,-0.0005899343008113823
2025-Q1,2025-02-25,Rob Bresnahan,Republicans,AVY,sale,"$1,001 - $15,000",15000.0,184.69928097442389,177.99000549316406,3.632540119194555,0.0017873741770680113
2025-Q1,2025-02-25,Rob Bresnahan,Republicans,BA,purchase,"$15,001 - $50,000",50000.0,180.4499969482422,179.11000061035156,-0.7425859576351067,-0.0012179530221996175
2025-Q1,2025-02-25,Rob Bresnahan,Republicans,CSX,sale,"$1,001 - $15,000",15000.0,31.840161348648056,29.920000076293945,6.030626702322417,0.00296734133294526
2025-Q1,2025-02-25,Rob Bresnahan,Republicans,SRE,sale,"$1,001 - $15,000",15000.0,71.72329538008292,70.05999755859375,2.3190482432170194,0.0011410767147205278
2025-Q1,2025-02-25,Rob Bresnahan,Republicans,DXCM,purchase,"$1,001 - $15,000",15000.0,90.70999908447266,69.47000122070312,-23.41527734333899,-0.011521376419553381
2025-Q1,2025-02-25,Rob Bresnahan,Republicans,EMR,purchase,"$1,001 - $15,000",15000.0,119.47000122070312,112.08000183105467,-6.1856527279986455,-0.0030436211553216234
2025-Q1,2025-02-25,Rob Bresnahan,Republicans,FCX,sale,"$1,001 - $15,000",15000.0,37.18999862670898,39.97999954223633,-7.502019409927136,-0.0036913331523341654
2025-Q1,2025-02-25,Rob Bresnahan,Republicans,MRK,sale,"$15,001 - $50,000",50000.0,90.96415523877718,87.5999984741211,3.698332333022072,0.006065823081879731
2025-Q1,2025-02-25,Rob Bresnahan,Republicans,TFX,sale,"$1,001 - $15,000",15000.0,177.60573302723756,139.3699951171875,21.528436756141332,0.010592965436841725
2025-Q1,2025-02-25,Rob Bresnahan,Republicans,URI,sale,"$1,001 - $15,000",15000.0,633.0,645.9199829101562,-2.041071549787717,-0.0010042995980585783
2025-Q1,2025-02-25,Rob Bresnahan,Republicans,ZM,purchase,"$1,001 - $15,000",15000.0,77.66500091552734,76.77999877929688,-1.1395121686704737,-0.0005606915706103692
2025-Q1,2025-02-25,Rob Bresnahan,Republicans,CPB,purchase,"$1,001 - $15,000",15000.0,41.29999923706055,39.58000183105469,-4.164642706488043,-0.002049192737323951
2025-Q1,2025-02-25,Rob Bresnahan,Republicans,DHR,sale,"$15,001 - $50,000",50000.0,210.8999938964844,210.1100006103516,0.374581938831427,0.0006143709018065065
2025-Q1,2025-02-25,Rob Bresnahan,Republicans,ETN,sale,"$1,001 - $15,000",15000.0,287.20001220703125,280.9100036621094,2.1901143027764407,0.0010776353794209154
2025-Q1,2025-02-25,Rob Bresnahan,Republicans,EOG,purchase,"$1,001 - $15,000",15000.0,133.32000732421875,126.7300033569336,-4.942997003637296,-0.0024321782861918793
2025-Q1,2025-02-25,Rob Bresnahan,Republicans,FSLR,sale,"$1,001 - $15,000",15000.0,150.92999267578125,126.5999984741211,16.120052595460194,0.007931795602161814
2025-Q1,2025-02-25,Rob Bresnahan,Republicans,HCA,sale,"$1,001 - $15,000",15000.0,320.25641150918614,342.3399963378906,-6.895594915535688,-0.0033929448493697006
2025-Q1,2025-02-25,Rob Bresnahan,Republicans,HUM,purchase,"$1,001 - $15,000",15000.0,254.92999267578125,270.3800048828125,6.060492155068039,0.002982036487650339
2025-Q1,2025-02-25,Rob Bresnahan,Republicans,PFE,purchase,"$15,001 - $50,000",50000.0,26.71999931335449,25.01000022888184,-6.399697336885818,-0.010496469307669046
2025-Q1,2025-02-25,Rob Bresnahan,Republicans,SLB,purchase,"$1,001 - $15,000",15000.0,41.43999862670898,42.09999847412109,1.592663777229773,0.0007836626753631817
2025-Q1,2025-02-25,Rob Bresnahan,Republicans,TXT,sale,"$1,001 - $15,000",15000.0,72.79976878383906,75.27999877929688,-3.40692015495578,-0.0016763589412608396
2025-Q1,2025-02-25,Rob Bresnahan,Republicans,AES,purchase,"$1,001 - $15,000",15000.0,10.720000267028809,12.43000030517578,15.951492495819892,0.007848856402732437
2025-Q1,2025-02-25,Rob Bresnahan,Republicans,UNH,sale,"$15,001 - $50,000",50000.0,458.8092054863519,515.719970703125,-12.404015555103328,-0.020344457200431897
2025-Q1,2025-02-25,Rob Bresnahan,Republicans,V,purchase,"$1,001 - $15,000",15000.0,351.3699951171875,349.8599853515625,-0.4297492064231004,-0.00021145606351800905
2025-Q1,2025-02-25,Rob Bresnahan,Republicans,EXR,sale,"$1,001 - $15,000",15000.0,158.4534266568625,145.19000244140625,8.370550574572766,0.004118689802151599
2025-Q1,2025-02-25,Rob Bresnahan,Republicans,CVS,purchase,"$1,001 - $15,000",15000.0,63.02000045776367,67.58999633789062,7.251659547653904,0.003568144766764263
2025-Q1,2025-02-25,Rob Bresnahan,Republicans,LMT,sale,"$1,001 - $15,000",15000.0,438.513155525532,442.2799987792969,-0.8590034771592058,-0.0004226685962731864
2025-Q1,2025-02-25,Rob Bresnahan,Republicans,IDXX,purchase,"$1,001 - $15,000",15000.0,464.6099853515625,422.5400085449219,-9.054901558950997,-0.004455421465778742
2025-Q1,2025-02-25,Rob Bresnahan,Republicans,CNP,purchase,"$1,001 - $15,000",15000.0,34.16999816894531,35.66999816894531,4.389815862979014,0.0021599881234930364
2025-Q1,2025-02-25,Rob Bresnahan,Republicans,F,sale,"$1,001 - $15,000",15000.0,9.369999885559082,9.899999618530272,-5.656347272618646,-0.002783178910588148
2025-Q1,2025-02-25,Rob Bresnahan,Republicans,IQV,sale,"$1,001 - $15,000",15000.0,195.69000244140625,179.36000061035156,8.34483194201208,0.004106035070696447
2025-Q1,2025-02-25,Rob Bresnahan,Republicans,APP,sale,"$1,001 - $15,000",15000.0,406.7000122070313,261.70001220703125,35.65281427289152,0.01754279855973012
2025-Q1,2025-02-25,Rob Bresnahan,Republicans,STE,purchase,"$1,001 - $15,000",15000.0,223.3600006103516,224.22999572753903,0.3895035435217402,0.00019165337552324433
2025-Q1,2025-02-25,David H. McCormick,Republicans,BITB,purchase,"$50,001 - $100,000",100000.0,48.4900016784668,47.380001068115234,-2.2891329592271106,-0.007509046938583272
2025-Q1,2025-02-25,Rob Bresnahan,Republicans,ARE,purchase,"$1,001 - $15,000",15000.0,97.66000366210938,95.70999908447266,-1.9967279382698728,-0.0009824805338378905
2025-Q1,2025-02-25,Rob Bresnahan,Republicans,ADBE,sale,"$1,001 - $15,000",15000.0,443.4700012207031,396.1499938964844,10.67039646288698,0.005250318089004583
2025-Q1,2025-02-25,Rob Bresnahan,Republicans,PEP,sale,"$15,001 - $50,000",50000.0,153.4334137808056,149.6699981689453,2.452800546585437,0.004022963008996944
2025-Q1,2025-02-25,Julie Johnson,Democrats,UNP,purchase,"$1,001 - $15,000",15000.0,241.5619204297916,235.97000122070312,-2.3149009575429758,-0.0008825394424487135
2025-Q1,2025-02-25,Julie Johnson,Democrats,NSC,sale,"$1,001 - $15,000",15000.0,244.88999938964844,235.2100067138672,3.952792151540356,0.0015069737520169103
2025-Q1,2025-02-24,Jefferson Shreve,Republicans,PLD,purchase,"$15,001 - $50,000",50000.0,120.0510471607042,110.75,-7.747576868907706,-0.01270719512696032
2025-Q1,2025-02-24,Shelley Moore Capito,Republicans,ACN,sale,"$1,001 - $15,000",15000.0,364.4100036621094,308.5299987792969,-15.334377300636874,-0.007545207791030116
2025-Q1,2025-02-24,Jefferson Shreve,Republicans,UNP,purchase,"$15,001 - $50,000",50000.0,243.899081965431,235.97000122070312,-3.250967851470516,-0.005332077827571783
2025-Q1,2025-02-24,Jefferson Shreve,Republicans,RTX,purchase,"$15,001 - $50,000",50000.0,125.0,133.42999267578125,6.743994140625,0.011061168018082664
2025-Q1,2025-02-24,Jefferson Shreve,Republicans,MSFT,sale,"$50,001 - $100,000",100000.0,408.510009765625,390.5799865722656,4.389127013961394,0.014397661190622909
2025-Q1,2025-02-24,Jefferson Shreve,Republicans,PWR,sale,"$50,001 - $100,000",100000.0,269.69000244140625,254.8800048828125,5.4914892745464,0.018013742084783995
2025-Q1,2025-02-24,Jefferson Shreve,Republicans,NSC,sale,"$15,001 - $50,000",50000.0,248.0,235.2100067138672,5.157255357311618,0.008458676984273605
2025-Q1,2025-02-24,Jefferson Shreve,Republicans,CMCSA,sale,"$15,001 - $50,000",50000.0,36.38999938964844,37.369998931884766,-2.6930463277641614,-0.0044170023417486656
2025-Q1,2025-02-24,Jefferson Shreve,Republicans,PG,sale,"$50,001 - $100,000",100000.0,170.22000122070312,168.7100067138672,0.8870840653314973,0.0029099034454042882
2025-Q1,2025-02-24,Jefferson Shreve,Republicans,UNH,sale,"$15,001 - $50,000",50000.0,464.6940451236285,515.719970703125,-10.980542168540458,-0.018009746053043233
2025-Q1,2025-02-24,Gilbert Cisneros,Democrats,WTW,purchase,"$1,001 - $15,000",15000.0,324.7799987792969,340.8800048828125,4.95720369604913,0.0018898984735223523
2025-Q1,2025-02-24,Josh Gottheimer,Democrats,AAPL,sale,"$1,001 - $15,000",15000.0,244.92999267578125,223.8500061035156,8.60653541935537,0.0032811801065022374
2025-Q1,2025-02-24,Jefferson Shreve,Republicans,ELV,purchase,"$15,001 - $50,000",50000.0,383.4917265672448,431.9500122070313,12.636070684901547,0.020725062629000406
2025-Q1,2025-02-24,Jefferson Shreve,Republicans,ORCL,purchase,"$15,001 - $50,000",50000.0,173.57000732421875,145.77999877929688,-16.01083561229086,-0.026260186341300413
2025-Q1,2025-02-24,Jefferson Shreve,Republicans,CSGP,purchase,"$15,001 - $50,000",50000.0,77.44000244140625,80.12999725341797,3.473650215916588,0.005697310506669817
2025-Q1,2025-02-24,Jefferson Shreve,Republicans,AKAM,sale,"$15,001 - $50,000",50000.0,77.9000015258789,81.55999755859375,-4.698326009016789,-0.00770596360343905
2025-Q1,2025-02-24,Jefferson Shreve,Republicans,APD,purchase,"$15,001 - $50,000",50000.0,308.8699951171875,295.1199951171875,-4.451711146232625,-0.007301478015798959
2025-Q1,2025-02-24,Jefferson Shreve,Republicans,BLK,sale,"$50,001 - $100,000",100000.0,970.0546352831744,967.9400024414062,0.2179911073927181,0.0007150766192970908
2025-Q1,2025-02-24,Jefferson Shreve,Republicans,RPD,sale,"$15,001 - $50,000",50000.0,31.780000686645508,28.709999084472656,9.660168457651787,0.01584413393087057
2025-Q1,2025-02-24,Jefferson Shreve,Republicans,RGLD,purchase,"$15,001 - $50,000",50000.0,149.4499969482422,161.3000030517578,7.92907751454792,0.013004883573147318
2025-Q1,2025-02-24,Jefferson Shreve,Republicans,GE,purchase,"$50,001 - $100,000",100000.0,202.25370661391932,205.8800048828125,1.7929452713642309,0.005881401579019948
2025-Q1,2025-02-24,Jefferson Shreve,Republicans,AMGN,purchase,"$15,001 - $50,000",50000.0,305.2799987792969,305.7699890136719,0.1605051874784761,0.00026325272671555867
2025-Q1,2025-02-24,Jefferson Shreve,Republicans,CAT,sale,"$50,001 - $100,000",100000.0,343.3900146484375,339.29998779296875,1.1910733221687058,0.003907079948068578
2025-Q1,2025-02-24,Jefferson Shreve,Republicans,APP,purchase,"$15,001 - $50,000",50000.0,411.8599853515625,261.70001220703125,-36.45898569543121,-0.0597982379784012
2025-Q1,2025-02-24,Jefferson Shreve,Republicans,UPS,sale,"$15,001 - $50,000",50000.0,116.58000183105467,111.01000213623048,4.777834626299068,0.007836369733145922
2025-Q1,2025-02-24,Shelley Moore Capito,Republicans,CMCSA,sale,"$1,001 - $15,000",15000.0,36.38999938964844,37.369998931884766,2.6930463277641614,0.0013251007025245998
2025-Q1,2025-02-24,Shelley Moore Capito,Republicans,ABT,sale,"$1,001 - $15,000",15000.0,134.49000549316406,131.35000610351562,-2.334745528587282,-0.001148800489709996
2025-Q1,2025-02-24,Jefferson Shreve,Republicans,ADBE,purchase,"$15,001 - $50,000",50000.0,445.1099853515625,396.1499938964844,-10.999526648769272,-0.01804088346526041
2025-Q1,2025-02-24,Gilbert Cisneros,Democrats,BSX,sale,"$1,001 - $15,000",15000.0,104.25,100.8000030517578,3.309349590639988,0.0012616658751963357
2025-Q1,2025-02-24,Jefferson Shreve,Republicans,LIN,sale,"$15,001 - $50,000",50000.0,457.4839387750126,464.7300109863281,-1.5838965255737902,-0.002597829302236822
2025-Q1,2025-02-24,Julie Johnson,Democrats,GS,purchase,"$1,001 - $15,000",15000.0,630.3841674617418,558.9199829101562,-11.3366084112388,-0.0043220009192675565
2025-Q1,2025-02-24,Jefferson Shreve,Republicans,HUBB,sale,"$15,001 - $50,000",50000.0,377.14701931074654,342.0,9.31918257632775,0.015284865632815729
2025-Q1,2025-02-24,Julie Johnson,Democrats,PNC,sale,"$1,001 - $15,000",15000.0,188.82000732421875,174.97000122070312,7.335031016990737,0.002796428142200052
2025-Q1,2025-02-24,Jefferson Shreve,Republicans,AVGO,purchase,"$100,001 - $250,000",250000.0,217.94052770043675,171.99000549316406,-21.08397308757209,-0.17290448653085197
2025-Q1,2025-02-24,Jefferson Shreve,Republicans,MRP,sale,"$1,001 - $15,000",15000.0,23.809999465942383,26.420000076293945,-10.961783573682498,-0.0053936937380756915
2025-Q1,2025-02-24,Jefferson Shreve,Republicans,QCOM,purchase,"$15,001 - $50,000",50000.0,165.0202086624305,157.97000122070312,-4.272329733959705,-0.00700726543211367
2025-Q1,2025-02-24,Julie Johnson,Democrats,BK,purchase,"$1,001 - $15,000",15000.0,87.4800033569336,84.4800033569336,-3.4293551496099965,-0.0013074171367174977
2025-Q1,2025-02-24,Jefferson Shreve,Republicans,INTU,sale,"$15,001 - $50,000",50000.0,565.9600219726562,615.2999877929688,-8.717924218098979,-0.014298711199112643
2025-Q1,2025-02-24,Jefferson Shreve,Republicans,OXY,purchase,"$15,001 - $50,000",50000.0,49.815621648098,49.5099983215332,-0.6135090087277086,-0.0010062473490695565
2025-Q1,2025-02-24,Jefferson Shreve,Republicans,TJX,sale,"$15,001 - $50,000",50000.0,121.54000091552734,120.56999969482422,0.798092161754462,0.0013089915725019879
2025-Q1,2025-02-24,Jefferson Shreve,Republicans,CI,purchase,"$15,001 - $50,000",50000.0,297.2794574075935,324.739990234375,9.237278978591162,0.015150531373775892
2025-Q1,2025-02-24,Jefferson Shreve,Republicans,JNJ,purchase,"$15,001 - $50,000",50000.0,162.67999267578125,163.1300048828125,0.276624186926365,0.00045370540745672455
2025-Q1,2025-02-24,Jefferson Shreve,Republicans,IEX,sale,"$15,001 - $50,000",50000.0,193.82000732421875,183.92999267578125,5.102679947738138,0.008369165077477675
2025-Q1,2025-02-24,Julie Johnson,Democrats,BLK,sale,"$1,001 - $15,000",15000.0,970.0546352831744,967.9400024414062,0.2179911073927181,8.310755142688452e-05
2025-Q1,2025-02-24,Julie Johnson,Democrats,PGR,purchase,"$1,001 - $15,000",15000.0,266.4800109863281,274.6700134277344,3.0734021704263745,0.001171712607863658
2025-Q1,2025-02-24,Jefferson Shreve,Republicans,MSTR,purchase,"$15,001 - $50,000",50000.0,304.0,324.5899963378906,6.773025111148232,0.011108783190336612
2025-Q1,2025-02-24,Josh Gottheimer,Democrats,HD,sale,"$1,001 - $15,000",15000.0,383.65529318037136,362.7300109863281,5.454188321130615,0.0020793703092377488
2025-Q1,2025-02-24,Jefferson Shreve,Republicans,HOPE,sale,"$15,001 - $50,000",50000.0,11.0,10.640000343322754,3.272724151611328,0.005367761442695306
2025-Q1,2025-02-24,Jefferson Shreve,Republicans,NVDA,purchase,"$15,001 - $50,000",50000.0,136.5474420161462,111.43000030517578,-18.394662939200558,-0.030170022862392253
2025-Q1,2025-02-24,Jefferson Shreve,Republicans,PFE,purchase,"$15,001 - $50,000",50000.0,26.399999618530277,25.01000022888184,-5.265149279293137,-0.008635639296856056
2025-Q1,2025-02-24,Jefferson Shreve,Republicans,LEN,sale,"$15,001 - $50,000",50000.0,120.56999969482422,117.9800033569336,2.1481266852833936,0.003523251903039845
2025-Q1,2025-02-24,Jefferson Shreve,Republicans,HD,purchase,"$15,001 - $50,000",50000.0,383.65529318037136,362.7300109863281,-5.454188321130615,-0.008945691850304437
2025-Q1,2025-02-24,Jefferson Shreve,Republicans,AVB,sale,"$15,001 - $50,000",50000.0,219.5200042724609,213.13999938964844,2.906343275619588,0.0047668415214360965
2025-Q1,2025-02-24,Susie Lee,Democrats,FLL,sale,"$15,001 - $50,000",50000.0,5.380000114440918,4.230000019073486,21.3754660019545,0.02716414538309124
2025-Q1,2025-02-24,Jefferson Shreve,Republicans,LOW,purchase,"$15,001 - $50,000",50000.0,238.83999633789065,232.1699981689453,-2.7926638214770207,-0.0045803900631081204
2025-Q1,2025-02-24,Jefferson Shreve,Republicans,ABBV,purchase,"$50,001 - $100,000",100000.0,201.8300018310547,202.72000122070312,0.4409648622970469,0.0014464978261343182
2025-Q1,2025-02-24,Jefferson Shreve,Republicans,TTD,sale,"$1,001 - $15,000",15000.0,72.29000091552734,57.2599983215332,20.79126076033264,0.010230241476299478
2025-Q1,2025-02-24,Jefferson Shreve,Republicans,ACGL,purchase,"$15,001 - $50,000",50000.0,88.44000244140625,96.94000244140624,9.611035465123903,0.015763548409256853
2025-Q1,2025-02-24,Jefferson Shreve,Republicans,XOM,purchase,"$50,001 - $100,000",100000.0,110.93000030517578,117.88999938964844,6.274226147412996,0.02058135524819746
2025-Q1,2025-02-24,Jefferson Shreve,Republicans,FIS,purchase,"$15,001 - $50,000",50000.0,69.27897882748407,75.06999969482422,8.358987048236862,0.013710000079115733
2025-Q1,2025-02-24,Jefferson Shreve,Republicans,VRTX,purchase,"$15,001 - $50,000",50000.0,482.8399963378906,502.5499877929688,4.082095850503053,0.006695253158115554
2025-Q1,2025-02-24,Jefferson Shreve,Republicans,HAL,sale,"$15,001 - $50,000",50000.0,26.11486601227339,25.34000015258789,2.9671446880919428,0.004866565012451932
2025-Q1,2025-02-24,Jefferson Shreve,Republicans,MRK,purchase,"$15,001 - $50,000",50000.0,88.94162986521526,87.5999984741211,-1.5084403030699072,-0.002474069711448101
2025-Q1,2025-02-24,Jefferson Shreve,Republicans,SHW,purchase,"$15,001 - $50,000",50000.0,346.0038295756877,345.6499938964844,-0.102263515301906,-0.00016772759603396096
2025-Q1,2025-02-24,Jefferson Shreve,Republicans,NVT,purchase,"$15,001 - $50,000",50000.0,62.5,54.59000015258789,-12.655999755859376,-0.020757749312546134
2025-Q1,2025-02-24,Jefferson Shreve,Republicans,DVN,purchase,"$15,001 - $50,000",50000.0,37.323012033299015,36.880001068115234,-1.1869646661650284,-0.0019468011582172025
2025-Q1,2025-02-24,Jefferson Shreve,Republicans,EPAM,sale,"$15,001 - $50,000",50000.0,208.55999755859372,174.22999572753906,16.46049205644523,0.026997690760120107
2025-Q1,2025-02-24,Jefferson Shreve,Republicans,ALB,sale,"$15,001 - $50,000",50000.0,80.40768159674184,74.75,7.036245150203523,0.011540503772680863
2025-Q1,2025-02-24,Jefferson Shreve,Republicans,BC,purchase,"$15,001 - $50,000",50000.0,62.2400016784668,55.9900016784668,-10.041773508117233,-0.016470023795501446
2025-Q1,2025-02-24,Jefferson Shreve,Republicans,ITT,sale,"$50,001 - $100,000",100000.0,141.5915697356466,134.05999755859375,5.319223588745008,0.017448658647679215
2025-Q1,2025-02-24,Jefferson Shreve,Republicans,EXPO,purchase,"$15,001 - $50,000",50000.0,84.69236477397446,82.04000091552734,-3.131762663051977,-0.005136563331231716
2025-Q1,2025-02-24,Jefferson Shreve,Republicans,BUSE,purchase,"$15,001 - $50,000",50000.0,24.1200008392334,22.38999938964844,-7.17247673876924,-0.011763944134441921
2025-Q1,2025-02-24,Jefferson Shreve,Republicans,BA,sale,"$15,001 - $50,000",50000.0,177.47999572753906,179.11000061035156,-0.9184161156476616,-0.001506341013035364
2025-Q1,2025-02-24,Jefferson Shreve,Republicans,PHM,purchase,"$15,001 - $50,000",50000.0,102.98145796054548,105.04000091552734,1.9989452429101835,0.003278571826980783
2025-Q1,2025-02-24,Jefferson Shreve,Republicans,HOG,sale,"$15,001 - $50,000",50000.0,26.24972877169929,25.940000534057617,1.1799292874050562,0.0019352620754552342
2025-Q1,2025-02-24,Jefferson Shreve,Republicans,PRI,sale,"$15,001 - $50,000",50000.0,279.3900146484375,289.9200134277344,-3.768924523858521,-0.006181604926781239
