Quarter,TransactionDate,Representative,PartyName,Ticker,TransactionType,Range,TradeAmount,EntryPrice,ExitPrice,PercentChange,WeightedTradeReturn
2025-Q1,2025-02-14,Julie Johnson,Democrats,CB,sale,"$1,001 - $15,000",15000.0,267.3599853515625,298.3599853515625,-11.594854016481502,-0.0044204552102483806
2025-Q1,2025-02-14,Josh Gottheimer,Democrats,MSFT,purchase,"$500,001 - $1,000,000",1000000.0,406.9739674594389,390.5799865722656,-4.028262787792972,-0.10238309284008061
2025-Q1,2025-02-14,Rob Bresnahan,Republicans,ORCL,sale,"$1,001 - $15,000",15000.0,174.25,145.77999877929688,16.338594674722025,0.008039328198157466
2025-Q1,2025-02-14,Julie Johnson,Democrats,COF,purchase,"$1,001 - $15,000",15000.0,197.21293732680448,178.14999389648438,-9.666172863056453,-0.0036851593073032604
2025-Q1,2025-02-14,April Mcclain Delaney,Democrats,LYV,sale,"$1,001 - $15,000",15000.0,152.1999969482422,128.0800018310547,15.84756609777716,0.006041771291565825
2025-Q1,2025-02-14,John Boozman,Republicans,MSFT,purchase,"$1,001 - $15,000",15000.0,406.9739674594389,390.5799865722656,-4.028262787792972,-0.0019820876436573587
2025-Q1,2025-02-14,Josh Gottheimer,Democrats,MSFT,sale,"$500,001 - $1,000,000",1000000.0,406.9739674594389,390.5799865722656,4.028262787792972,0.10238309284008061
2025-Q1,2025-02-14,Rob Bresnahan,Republicans,RDDT,purchase,"$1,001 - $15,000",15000.0,202.0,110.2300033569336,-45.43069140745862,-0.022353956736489395
2025-Q1,2025-02-14,John Boozman,Republicans,IVW,sale,"$1,001 - $15,000",15000.0,106.32916093017349,94.86000061035156,-10.786467437050254,-0.005307430262612885
2025-Q1,2025-02-14,Julie Johnson,Democrats,BK,purchase,"$1,001 - $15,000",15000.0,87.4000015258789,84.4800033569336,-3.340958945041561,-0.0012737167156086776
2025-Q1,2025-02-14,Josh Gottheimer,Democrats,MSFT,purchase,"$1,000,001 - $5,000,000",5000000.0,406.9739674594389,390.5799865722656,-4.028262787792972,-0.511915464200403
2025-Q1,2025-02-14,Josh Gottheimer,Democrats,TSLA,sale,"$1,001 - $15,000",15000.0,360.6199951171875,273.1300048828125,24.26099257362148,0.009249329993755807
2025-Q1,2025-02-14,Julie Johnson,Democrats,RTX,purchase,"$1,001 - $15,000",15000.0,124.8182872382228,133.42999267578125,6.899394013573129,0.002630344648712592
2025-Q1,2025-02-14,Virginia Foxx,Republicans,ARLP,purchase,"$1,001 - $15,000",15000.0,27.030000686645508,26.61000061035156,-1.553829321585816,-0.0007645543652218219
2025-Q1,2025-02-14,Julie Johnson,Democrats,PGR,purchase,"$1,001 - $15,000",15000.0,261.2900085449219,274.6700134277344,5.120748763920747,0.0019522488615786302
2025-Q1,2025-02-13,Markwayne Mullin,Republicans,HON,sale,"$15,001 - $50,000",50000.0,205.4106505710755,214.1699981689453,4.264310333236068,0.006994112404848398
2025-Q1,2025-02-13,Markwayne Mullin,Republicans,IQV,purchase,"$15,001 - $50,000",50000.0,197.91000366210935,179.36000061035156,-9.372948667833954,-0.015373050135860183
2025-Q1,2025-02-13,Markwayne Mullin,Republicans,LHX,purchase,"$15,001 - $50,000",50000.0,200.9086121957819,212.6999969482422,5.869029019507533,0.00962609319256607
2025-Q1,2025-02-13,John Boozman,Republicans,DIS,sale,"$1,001 - $15,000",15000.0,108.91999816894533,100.4499969482422,-7.776350865857842,-0.0038263166471335947
2025-Q1,2025-02-13,Markwayne Mullin,Republicans,LPLA,purchase,"$50,001 - $100,000",100000.0,366.9457482472425,333.19000244140625,-9.19911075876322,-0.0301758594678144
2025-Q1,2025-02-13,Byron Donalds,Republicans,DASH,purchase,"$1,001 - $15,000",15000.0,200.88999938964844,194.0200042724609,-3.4197795500324446,-0.0016826863457597727
2025-Q1,2025-02-13,Markwayne Mullin,Republicans,VAW,sale,"$100,001 - $250,000",250000.0,197.35320900114732,191.0200042724609,-3.209071066409461,-0.026316803890515505
2025-Q1,2025-02-13,John Boozman,Republicans,BSX,purchase,"$1,001 - $15,000",15000.0,105.9800033569336,100.8000030517578,-4.887714796280847,-0.0024049769376484407
2025-Q1,2025-02-13,Josh Gottheimer,Democrats,DHI,sale,"$1,001 - $15,000",15000.0,129.2100067138672,130.0800018310547,-0.6733186842982569,-0.0002566979353024235
2025-Q1,2025-02-13,John Boozman,Republicans,PFE,sale,"$1,001 - $15,000",15000.0,25.489999771118164,25.01000022888184,-1.8830896294483257,-0.0009265653417000126
2025-Q1,2025-02-13,Byron Donalds,Republicans,FDS,sale,"$1,001 - $15,000",15000.0,455.4958372132163,449.2300109863281,1.3756055961396558,0.0006768602244413592
2025-Q1,2025-02-13,Byron Donalds,Republicans,FTNT,purchase,"$1,001 - $15,000",15000.0,108.98999786376952,99.54000091552734,-8.67051760112343,-0.00426628715817128
2025-Q1,2025-02-13,Susie Lee,Democrats,FLL,sale,"$15,001 - $50,000",50000.0,5.460000038146973,4.230000019073486,22.52747271941277,0.02862812647021575
2025-Q1,2025-02-13,Byron Donalds,Republicans,LMT,sale,"$1,001 - $15,000",15000.0,439.257660194996,442.2799987792969,-0.6880559767493186,-0.0003385546875919232
2025-Q1,2025-02-13,Markwayne Mullin,Republicans,MSFT,purchase,"$50,001 - $100,000",100000.0,406.185550721702,390.5799865722656,-3.841979145173609,-0.012602851058466816
2025-Q1,2025-02-13,Byron Donalds,Republicans,DASH,purchase,"$1,001 - $15,000",15000.0,200.88999938964844,194.0200042724609,-3.4197795500324446,-0.0016826863457597727
2025-Q1,2025-02-13,Markwayne Mullin,Republicans,TJX,purchase,"$15,001 - $50,000",50000.0,124.5,120.56999969482422,-3.1566267511452057,-0.005177344187543392
2025-Q1,2025-02-13,Byron Donalds,Republicans,FDS,sale,"$1,001 - $15,000",15000.0,455.4958372132163,449.2300109863281,1.3756055961396558,0.0006768602244413592
2025-Q1,2025-02-13,Byron Donalds,Republicans,LMT,sale,"$1,001 - $15,000",15000.0,439.257660194996,442.2799987792969,-0.6880559767493186,-0.0003385546875919232
2025-Q1,2025-02-13,Tim Moore,Republicans,F,purchase,"$15,001 - $50,000",50000.0,8.996012669265497,9.899999618530272,10.048751402420882,0.016481468595080994
2025-Q1,2025-02-13,Markwayne Mullin,Republicans,DHR,sale,"$15,001 - $50,000",50000.0,202.6300048828125,210.1100006103516,3.691455138573868,0.006054543445258107
2025-Q1,2025-02-13,Markwayne Mullin,Republicans,ACN,purchase,"$50,001 - $100,000",100000.0,388.6099853515625,308.5299987792969,-20.60677532509102,-0.06759644193895693
2025-Q1,2025-02-13,Markwayne Mullin,Republicans,AMZN,purchase,"$15,001 - $50,000",50000.0,228.8500061035156,201.3600006103516,-12.012237168448893,-0.019701881529356886
2025-Q1,2025-02-13,Josh Gottheimer,Democrats,ABT,purchase,"$1,001 - $15,000",15000.0,130.92999267578125,131.35000610351562,0.3207923709080501,0.0001222997982874762
2025-Q1,2025-02-13,Rob Bresnahan,Republicans,ANET,sale,"$1,001 - $15,000",15000.0,109.72000122070312,78.95999908447266,28.03499981225515,0.013794489000617591
2025-Q1,2025-02-13,Byron Donalds,Republicans,FTNT,purchase,"$1,001 - $15,000",15000.0,108.98999786376952,99.54000091552734,-8.67051760112343,-0.00426628715817128
2025-Q1,2025-02-13,Jared Moskowitz,Democrats,WST,sale,"$1,001 - $15,000",15000.0,243.83999633789065,226.05999755859372,7.291666275560067,0.002779895644513941
2025-Q1,2025-02-13,Rob Bresnahan,Republicans,SNOW,purchase,"$1,001 - $15,000",15000.0,186.9600067138672,156.97999572753906,-16.035520918765805,-0.007890202190634315
2025-Q1,2025-02-13,Markwayne Mullin,Republicans,PM,purchase,"$15,001 - $50,000",50000.0,147.7755788812297,155.00999450683594,4.895542064782356,0.008029427693590874
2025-Q1,2025-02-13,Markwayne Mullin,Republicans,STZ,sale,"$15,001 - $50,000",50000.0,162.97999572753906,184.30999755859372,13.087496864776584,0.02146546968144429
2025-Q1,2025-02-13,Markwayne Mullin,Republicans,AMD,sale,"$50,001 - $100,000",100000.0,112.0,106.6500015258789,-4.776784351893833,-0.015669294249282706
2025-Q1,2025-02-13,Josh Gottheimer,Democrats,TSLA,sale,"$1,001 - $15,000",15000.0,345.0,273.1300048828125,20.831882642663043,0.007942006344896318
2025-Q1,2025-02-13,Josh Gottheimer,Democrats,V,purchase,"$1,001 - $15,000",15000.0,353.1199951171875,349.8599853515625,-0.9232016908425486,-0.0003519640453078721
2025-Q1,2025-02-13,Josh Gottheimer,Democrats,PYPL,sale,"$1,001 - $15,000",15000.0,76.37000274658203,68.86000061035156,9.833706777713298,0.0037490304146829195
2025-Q1,2025-02-13,John Boozman,Republicans,GOOGL,purchase,"$1,001 - $15,000",15000.0,184.1079743694657,162.24000549316406,-11.877795598585683,-0.005844413120511243
2025-Q1,2025-02-12,Marjorie Taylor Greene,Republicans,UPS,purchase,"$1,001 - $15,000",15000.0,111.75049686016756,111.01000213623048,-0.6626321535408156,-0.00032604501568352415
2025-Q1,2025-02-12,Marjorie Taylor Greene,Republicans,PLTR,purchase,"$1,001 - $15,000",15000.0,110.29000091552734,90.08999633789062,-18.315354438257906,-0.00901198348610361
2025-Q1,2025-02-12,Julie Johnson,Democrats,PLTR,purchase,"$1,001 - $15,000",15000.0,110.29000091552734,90.08999633789062,-18.315354438257906,-0.006982597955874153
2025-Q1,2025-02-12,Tim Moore,Republicans,HOG,sale,"$50,001 - $100,000",100000.0,25.753138895966284,25.940000534057617,-0.7255878160956961,-0.002380147010318833
2025-Q1,2025-02-12,Julie Johnson,Democrats,AES,sale,"$1,001 - $15,000",15000.0,10.09000015258789,12.43000030517578,-23.19127965511205,-0.008841509590206654
2025-Q1,2025-02-12,Marjorie Taylor Greene,Republicans,AAPL,purchase,"$1,001 - $15,000",15000.0,231.1999969482422,223.8500061035156,-3.1790618260137675,-0.0015642423286930133
2025-Q1,2025-02-12,Julie Johnson,Democrats,EL,sale,"$1,001 - $15,000",15000.0,69.66424695233148,66.94999694824219,3.8961879627386895,0.0014853938096601941
2025-Q1,2025-02-12,Marjorie Taylor Greene,Republicans,MSFT,purchase,"$1,001 - $15,000",15000.0,406.3951110778186,390.5799865722656,-3.8915636715237554,-0.0019148254903347986
2025-Q1,2025-02-12,Julie Johnson,Democrats,REGN,sale,"$1,001 - $15,000",15000.0,659.1130373916309,635.8300170898438,3.532477584410587,0.0013467318278347646
2025-Q1,2025-02-12,Marjorie Taylor Greene,Republicans,NSC,purchase,"$1,001 - $15,000",15000.0,251.1499938964844,235.2100067138672,-6.346799749151942,-0.003122912784558935
2025-Q1,2025-02-12,Julie Johnson,Democrats,TSLA,sale,"$15,001 - $50,000",50000.0,329.94000244140625,273.1300048828125,17.218281244537053,0.02188115547660065
2025-Q1,2025-02-12,Julie Johnson,Democrats,FCX,purchase,"$1,001 - $15,000",15000.0,37.66999816894531,39.97999954223633,6.132204633859931,0.00233785918179944
2025-Q1,2025-02-12,Marjorie Taylor Greene,Republicans,ADBE,purchase,"$1,001 - $15,000",15000.0,458.0,396.1499938964844,-13.504368144872409,-0.006644760445238187
2025-Q1,2025-02-12,Julie Johnson,Democrats,EIX,purchase,"$1,001 - $15,000",15000.0,50.25,57.290000915527344,14.009952070701182,0.005341194079565834
2025-Q1,2025-02-12,Julie Johnson,Democrats,ETN,purchase,"$1,001 - $15,000",15000.0,308.20001220703125,280.9100036621094,-8.854642266071682,-0.003375769068269799
2025-Q1,2025-02-12,Rob Bresnahan,Republicans,HOOD,sale,"$1,001 - $15,000",15000.0,53.16999816894531,43.9900016784668,17.265369205598773,0.008495343220730905
2025-Q1,2025-02-12,Marjorie Taylor Greene,Republicans,INTC,purchase,"$1,001 - $15,000",15000.0,21.979999542236328,23.6200008392334,7.461334536634892,0.0036713143529448376
2025-Q1,2025-02-12,Julie Johnson,Democrats,MKTX,sale,"$1,001 - $15,000",15000.0,193.24034549991893,219.00999450683597,-13.33554281340685,-0.005084080371104404
2025-Q1,2025-02-12,Julie Johnson,Democrats,HII,sale,"$1,001 - $15,000",15000.0,164.93243580140626,203.1499938964844,-23.171644746152637,-0.008834023921522164
2025-Q1,2025-02-12,Julie Johnson,Democrats,ON,purchase,"$1,001 - $15,000",15000.0,47.290000915527344,43.7599983215332,-7.464585590302006,-0.0028458198971795675
2025-Q1,2025-02-12,Julie Johnson,Democrats,F,purchase,"$1,001 - $15,000",15000.0,8.879810284415337,9.899999618530272,11.488864079736452,0.0043800473045125625
2025-Q1,2025-02-12,Julie Johnson,Democrats,ENPH,sale,"$1,001 - $15,000",15000.0,61.0,60.709999084472656,0.4754113369300717,0.00018124717382008072
2025-Q1,2025-02-12,Julie Johnson,Democrats,VST,purchase,"$1,001 - $15,000",15000.0,163.14806387344635,119.30999755859376,-26.870111280546794,-0.010244037849998779
2025-Q1,2025-02-12,Julie Johnson,Democrats,ANET,purchase,"$1,001 - $15,000",15000.0,111.83999633789062,78.95999908447266,-29.39914013773841,-0.011208212023537327
2025-Q1,2025-02-12,Julie Johnson,Democrats,ALB,sale,"$1,001 - $15,000",15000.0,75.29643411728267,74.75,0.7257104850829184,0.0002766719348390844
2025-Q1,2025-02-12,Julie Johnson,Democrats,PYPL,purchase,"$1,001 - $15,000",15000.0,75.41999816894531,68.86000061035156,-8.697955075388576,-0.003316033196869453
2025-Q1,2025-02-12,Julie Johnson,Democrats,BA,purchase,"$1,001 - $15,000",15000.0,178.33999633789062,179.11000061035156,0.4317619649391796,0.00016460616276751033
2025-Q1,2025-02-12,Julie Johnson,Democrats,CEG,purchase,"$1,001 - $15,000",15000.0,304.8593868659167,209.1999969482422,-31.37820058653711,-0.011962714672717159
2025-Q1,2025-02-12,Josh Gottheimer,Democrats,BABA,purchase,"$1,001 - $15,000",15000.0,115.81999969482422,135.6300048828125,17.10413161818852,0.0065208279139109876
2025-Q1,2025-02-12,Julie Johnson,Democrats,BWA,purchase,"$1,001 - $15,000",15000.0,29.082143448551776,28.82999992370605,-0.8670046115816029,-0.0003305393105534132
2025-Q1,2025-02-12,Julie Johnson,Democrats,APTV,purchase,"$1,001 - $15,000",15000.0,64.23999786376953,62.25,-3.097755183600127,-0.0011809970200534225
2025-Q1,2025-02-12,Julie Johnson,Democrats,WFC,purchase,"$1,001 - $15,000",15000.0,79.19999694824219,72.27999877929688,-8.737371762106992,-0.003331060526918411
2025-Q1,2025-02-12,Rob Bresnahan,Republicans,SNOW,purchase,"$1,001 - $15,000",15000.0,180.4199981689453,156.97999572753906,-12.991909255789388,-0.006392607473735963
2025-Q1,2025-02-12,Marjorie Taylor Greene,Republicans,DVN,purchase,"$1,001 - $15,000",15000.0,34.60247240644501,36.880001068115234,6.581982451768432,0.003238633320535558
2025-Q1,2025-02-12,Tim Moore,Republicans,HOG,purchase,"$50,001 - $100,000",100000.0,25.753138895966284,25.940000534057617,0.7255878160956961,0.002380147010318833
2025-Q1,2025-02-12,Marjorie Taylor Greene,Republicans,GS,purchase,"$1,001 - $15,000",15000.0,640.5835942134192,558.9199829101562,-12.748314512103418,-0.006272747832755495
2025-Q1,2025-02-12,Julie Johnson,Democrats,WBA,sale,"$1,001 - $15,000",15000.0,9.369999885559082,11.15999984741211,-19.103521704538664,-0.007283081092084889
2025-Q1,2025-02-12,Julie Johnson,Democrats,TER,purchase,"$1,001 - $15,000",15000.0,109.66324870017316,85.68000030517578,-21.869905076922556,-0.00833774497785839
2025-Q1,2025-02-12,Josh Gottheimer,Democrats,SHOP,purchase,"$1,001 - $15,000",15000.0,119.0500030517578,102.5199966430664,-13.884927328817348,-0.005293529290437418
2025-Q1,2025-02-12,Julie Johnson,Democrats,JNPR,sale,"$1,001 - $15,000",15000.0,35.820971956672224,36.150001525878906,-0.918538920732426,-0.00035018639753428365
2025-Q1,2025-02-12,Julie Johnson,Democrats,PFE,sale,"$1,001 - $15,000",15000.0,25.479999542236328,25.01000022888184,1.8445813257390715,0.0007032334448109309
2025-Q1,2025-02-12,Marjorie Taylor Greene,Republicans,META,purchase,"$1,001 - $15,000",15000.0,714.6641723225413,602.5800170898438,-15.683471982153858,-0.007716978177212001
2025-Q1,2025-02-12,Thomas H. Kean Jr,Republicans,MAGN,sale,"$1,001 - $15,000",15000.0,21.309999465942383,19.020000457763672,10.746124193191957,0.005287579560369997
2025-Q1,2025-02-11,Julie Johnson,Democrats,PYPL,sale,"$1,001 - $15,000",15000.0,77.81500244140625,68.86000061035156,11.508065989971143,0.0043873678955284575
2025-Q1,2025-02-11,Rob Bresnahan,Republicans,MNDY,purchase,"$1,001 - $15,000",15000.0,326.5799865722656,255.67999267578125,-21.70984041019783,-0.010682224246448007
2025-Q1,2025-02-11,Julie Johnson,Democrats,TFC,sale,"$1,001 - $15,000",15000.0,46.4541788205641,41.400001525878906,10.879919574528865,0.0041478915648222895
2025-Q1,2025-02-11,Julie Johnson,Democrats,CACI,sale,"$1,001 - $15,000",15000.0,382.510009765625,375.989990234375,1.704535663065394,0.0006498420370054876
2025-Q1,2025-02-11,Julie Johnson,Democrats,ZBH,sale,"$1,001 - $15,000",15000.0,99.62999725341795,112.1500015258789,-12.566500670089518,-0.004790888551311292
2025-Q1,2025-02-11,Tina Smith,Democrats,PEP,sale,"$100,001 - $250,000",250000.0,143.1047429315883,149.6699981689453,4.587727214950205,0.02915063677055665
2025-Q1,2025-02-11,Julie Johnson,Democrats,DOX,sale,"$1,001 - $15,000",15000.0,85.36000061035156,92.0199966430664,-7.802244593596207,-0.002974549978496457
2025-Q1,2025-02-11,Rob Bresnahan,Republicans,ON,sale,"$1,001 - $15,000",15000.0,46.970001220703125,43.7599983215332,6.834155451873904,0.003362713851996344
2025-Q1,2025-02-11,Julie Johnson,Democrats,TSLA,sale,"$1,001 - $15,000",15000.0,345.79998779296875,273.1300048828125,21.015033393715427,0.00801183125951789
2025-Q1,2025-02-11,Tina Smith,Democrats,GIS,sale,"$100,001 - $250,000",250000.0,58.0,59.65999984741211,2.862068702434672,0.018185720564459728
2025-Q1,2025-02-10,Ron Wyden,Democrats,LLY,sale,"$50,001 - $100,000",100000.0,876.2198813953873,821.6699829101562,-6.225594698714201,-0.01582308984296404
2025-Q1,2025-02-10,Josh Gottheimer,Democrats,DSCSY,purchase,"$1,001 - $15,000",15000.0,30.399999618530277,21.959999084472656,-27.763159999887066,-0.010584506290463999
2025-Q1,2025-02-10,April Mcclain Delaney,Democrats,BRO,sale,"$1,001 - $15,000",15000.0,108.3499984741211,122.9000015258789,-13.428706282107624,-0.005119598277585827
2025-Q1,2025-02-10,April Mcclain Delaney,Democrats,CLH,sale,"$1,001 - $15,000",15000.0,235.6699981689453,199.42999267578125,15.377436998656318,0.005862537933151475
2025-Q1,2025-02-10,Rob Bresnahan,Republicans,TTWO,purchase,"$1,001 - $15,000",15000.0,210.00999450683597,214.2899932861328,2.0379976626100804,0.00100278710641795
2025-Q1,2025-02-10,Josh Gottheimer,Democrats,XNGSY,sale,"$1,001 - $15,000",15000.0,26.299999237060547,33.9900016784668,-29.23955385736252,-0.01114737089491518
2025-Q1,2025-02-10,Tim Moore,Republicans,HOG,sale,"$100,001 - $250,000",250000.0,26.8456367793892,25.940000534057617,3.3734951149561967,0.027665205141513834
2025-Q1,2025-02-10,Rob Bresnahan,Republicans,NET,purchase,"$1,001 - $15,000",15000.0,167.5,118.56999969482422,-29.21194048070196,-0.014373597087437408
2025-Q1,2025-02-10,April Mcclain Delaney,Democrats,TRMB,sale,"$1,001 - $15,000",15000.0,74.76000213623047,67.9800033569336,9.06901897480167,0.0034574986560433362
2025-Q1,2025-02-10,Rob Bresnahan,Republicans,MSFT,sale,"$1,001 - $15,000",15000.0,412.8821197108573,390.5799865722656,5.401573978115092,0.00265781891657295
2025-Q1,2025-02-10,Tim Moore,Republicans,F,purchase,"$15,001 - $50,000",50000.0,8.957278408503308,9.899999618530272,10.524638925279168,0.017261995941084417
2025-Q1,2025-02-10,Rob Bresnahan,Republicans,MTSI,purchase,"$1,001 - $15,000",15000.0,124.75,101.9000015258789,-18.31663204338364,-0.009012612125660312
2025-Q1,2025-02-10,Rob Bresnahan,Republicans,BABA,purchase,"$1,001 - $15,000",15000.0,107.31999969482422,135.6300048828125,26.37905820768801,0.012979690769733317
2025-Q1,2025-02-10,Rob Bresnahan,Republicans,TTD,sale,"$1,001 - $15,000",15000.0,120.22000122070312,57.2599983215332,52.37065568115097,0.02576873331859159
2025-Q1,2025-02-09,April Mcclain Delaney,Democrats,TSCO,purchase,"$1,001 - $15,000",15000.0,52.93557252025847,54.15999984741211,2.313052015608318,0.0008818345465529234
2025-Q1,2025-02-09,April Mcclain Delaney,Democrats,PAYX,purchase,"$1,001 - $15,000",15000.0,147.97999572753906,151.8300018310547,2.6017071324993557,0.000991882246473258
2025-Q1,2025-02-08,April Mcclain Delaney,Democrats,LH,purchase,"$1,001 - $15,000",15000.0,244.9682701879266,231.6699981689453,-5.428569181134997,-0.002069603195247807
2025-Q1,2025-02-08,April Mcclain Delaney,Democrats,FBIN,purchase,"$1,001 - $15,000",15000.0,68.35261152921407,62.70000076293945,-8.269780246594792,-0.0031527946041154374
2025-Q1,2025-02-08,April Mcclain Delaney,Democrats,CNM,purchase,"$1,001 - $15,000",15000.0,55.0,49.93000030517578,-9.218181263316762,-0.0035143657122824103
2025-Q1,2025-02-07,April Mcclain Delaney,Democrats,CLH,sale,"$1,001 - $15,000",15000.0,237.02999877929688,199.42999267578125,15.862973588640864,0.006047645287320192
2025-Q1,2025-02-07,Tim Moore,Republicans,F,purchase,"$50,001 - $100,000",100000.0,9.034746688427,9.899999618530272,9.576947311778143,0.031415277388152016
2025-Q1,2025-02-07,Rob Bresnahan,Republicans,LOW,sale,"$15,001 - $50,000",50000.0,256.82000732421875,232.1699981689453,9.598165428036292,0.01574243960642331
2025-Q1,2025-02-07,Josh Gottheimer,Democrats,ABEV,sale,"$1,001 - $15,000",15000.0,1.82270085811615,2.309999942779541,-26.735000562134942,-0.010192527854416678
2025-Q1,2025-02-07,Josh Gottheimer,Democrats,DSCSY,purchase,"$1,001 - $15,000",15000.0,30.31999969482422,21.959999084472656,-27.57256165730984,-0.010511842034811224
2025-Q1,2025-02-07,Scott Scott Franklin,Republicans,BWIN,sale,"$1,000,001 - $5,000,000",5000000.0,41.150001525878906,46.04999923706055,-11.907648917339824,-1.9530341015810766
2025-Q1,2025-02-07,Thomas H. Kean Jr,Republicans,PRNDY,sale,"$1,001 - $15,000",15000.0,21.209999084472656,19.790000915527344,6.694946865815095,0.0032942169259382132
2025-Q1,2025-02-07,Thomas H. Kean Jr,Republicans,MDLZ,purchase,"$1,001 - $15,000",15000.0,58.04999923706055,67.5,16.279071295674264,0.008010040001151844
2025-Q1,2025-02-07,Josh Gottheimer,Democrats,XNGSY,sale,"$1,001 - $15,000",15000.0,26.75,33.9900016784668,-27.065426835389893,-0.010318500509107851
2025-Q1,2025-02-06,Josh Gottheimer,Democrats,AVGO,purchase,"$1,001 - $15,000",15000.0,233.79255971132287,171.99000549316406,-26.434782310638976,-0.010078071792085008
2025-Q1,2025-02-06,Josh Gottheimer,Democrats,TWLO,purchase,"$1,001 - $15,000",15000.0,148.14999389648438,101.81999969482422,-31.272356470046116,-0.011922362359910833
2025-Q1,2025-02-06,Ron Wyden,Democrats,IRBT,sale,"$1,001 - $15,000",15000.0,8.130000114440918,3.119999885559082,-61.623618184000016,-0.02349356392832635
2025-Q1,2025-02-06,April Mcclain Delaney,Democrats,CPAY,purchase,"$1,001 - $15,000",15000.0,378.1799926757813,355.239990234375,-6.065895310615498,-0.002312579226311665
2025-Q1,2025-02-06,Josh Gottheimer,Democrats,ABEV,sale,"$1,001 - $15,000",15000.0,1.82270085811615,2.309999942779541,-26.735000562134942,-0.010192527854416678
2025-Q1,2025-02-06,April Mcclain Delaney,Democrats,BRO,sale,"$1,001 - $15,000",15000.0,107.33000183105467,122.9000015258789,-14.506661165749854,-0.005530560871425793
2025-Q1,2025-02-06,Josh Gottheimer,Democrats,PYPL,sale,"$1,001 - $15,000",15000.0,79.68000030517578,68.86000061035156,13.579316834065551,0.005177017473909856
2025-Q1,2025-02-06,Debbie Wasserman Schultz,Democrats,HURC,sale,"$1,001 - $15,000",15000.0,22.170000076293945,15.699999809265137,29.1835825203586,0.011126032222782538
2025-Q1,2025-02-06,Ron Wyden,Democrats,SOLV,sale,"$1,001 - $15,000",15000.0,75.12000274658203,75.51000213623047,0.5191684975892557,0.00019792927853193125
2025-Q1,2025-02-06,Tim Moore,Republicans,HOG,purchase,"$100,001 - $250,000",250000.0,26.78604314422794,25.940000534057617,-3.1585202996010024,-0.02590224946367888
2025-Q1,2025-02-06,Scott Scott Franklin,Republicans,BWIN,sale,"$15,001 - $50,000",50000.0,41.81999969482422,46.04999923706055,-10.114776597570962,-0.01658975987792515
2025-Q1,2025-02-06,Tim Moore,Republicans,F,purchase,"$15,001 - $50,000",50000.0,9.189682926771734,9.899999618530272,7.729501631543973,0.012677549010241058
2025-Q1,2025-02-05,Gerald E. Connolly,Democrats,SAIC,sale,"$1,001 - $15,000",15000.0,108.88999938964844,111.36000061035156,-2.26834533432639,-0.0008647904438911133
2025-Q1,2025-02-05,Tim Moore,Republicans,HOG,sale,"$100,001 - $250,000",250000.0,27.01447711502917,25.940000534057617,3.9774102470922057,0.03261776486052325
2025-Q1,2025-02-05,April Mcclain Delaney,Democrats,BRO,sale,"$1,001 - $15,000",15000.0,106.5199966430664,122.9000015258789,-15.377398985187355,-0.005862523440788164
2025-Q1,2025-02-05,Julie Johnson,Democrats,MCHP,sale,"$1,001 - $15,000",15000.0,51.41406355383474,50.790000915527344,1.213797539371593,0.0004627516352922581
2025-Q1,2025-02-05,John Boozman,Republicans,MA,purchase,"$1,001 - $15,000",15000.0,561.3499755859375,557.5700073242188,-0.6733710565807395,-0.0003313290421095979
2025-Q1,2025-02-05,John Boozman,Republicans,BAC,sale,"$1,001 - $15,000",15000.0,46.68538175169437,42.560001373291016,-8.836557019807668,-0.004347986068463671
2025-Q1,2025-02-05,April Mcclain Delaney,Democrats,PAYX,purchase,"$1,001 - $15,000",15000.0,148.98032540242286,151.8300018310547,1.9127870884523384,0.0007292364042898736
2025-Q1,2025-02-05,Gerald E. Connolly,Democrats,LDOS,sale,"$1,001 - $15,000",15000.0,143.15768715263616,135.67999267578125,5.223397098391311,0.0019913828053340875
2025-Q1,2025-02-05,William R. Keating,Democrats,PEP,purchase,"$1,001 - $15,000",15000.0,142.1333281752771,149.6699981689453,5.302535366211996,0.002021553704236369
2025-Q1,2025-02-05,Julie Johnson,Democrats,NXPI,purchase,"$1,001 - $15,000",15000.0,200.77215008092412,200.05999755859372,-0.3547068266407246,-0.00013522944210473677
2025-Q1,2025-02-05,April Mcclain Delaney,Democrats,LH,purchase,"$1,001 - $15,000",15000.0,246.72323948421695,231.6699981689453,-6.101266077221164,-0.002326064078239102
2025-Q1,2025-02-05,Tim Moore,Republicans,F,sale,"$50,001 - $100,000",100000.0,9.838480558580995,9.899999618530272,-0.625290252727289,-0.002051140733893026
2025-Q1,2025-02-05,Cleo Fields,Democrats,NVDA,sale,"$500,001 - $1,000,000",1000000.0,121.74880228526035,111.43000030517578,8.475485414556584,0.21541454859719364
2025-Q1,2025-02-05,William R. Keating,Democrats,MSFT,purchase,"$1,001 - $15,000",15000.0,411.5248607564065,390.5799865722656,-5.089576883798219,-0.001940364805107975
2025-Q1,2025-02-05,William R. Keating,Democrats,ARMK,purchase,"$1,001 - $15,000",15000.0,37.46643367183625,34.36000061035156,-8.29124300618933,-0.003160977127788536
2025-Q1,2025-02-05,John Boozman,Republicans,LRCX,sale,"$1,001 - $15,000",15000.0,78.86199232603508,74.80999755859375,-5.138083185483541,-0.002528169518853637
