Ticker,AdjustedReturn,TradeAmount,Transaction,TransactionDate,PercentChange,Quarter,Representative,ProfitLoss
SNOW,-11.653904343905563,60000.0,"['Purchase', 'Purchase', 'Purchase', 'Purchase']","[Timestamp('2025-03-03 00:00:00'), Timestamp('2025-02-26 00:00:00'), Timestamp('2025-02-13 00:00:00'), Timestamp('2025-02-12 00:00:00')]","[-12.15444968753637, -5.433737513530685, -16.035520918765805, -12.991909255789388]",2025-Q1,Rob Bresnahan,-6992.342606343337
SNPS,8.76134308546401,15000.0,['Sale'],[Timestamp('2025-01-13 00:00:00')],[8.76134308546401],2025-Q1,Rob Bresnahan,1314.2014628196014
SRE,2.3190482432170194,15000.0,['Sale'],[Timestamp('2025-02-25 00:00:00')],[2.3190482432170194],2025-Q1,Rob Bresnahan,347.85723648255293
STE,0.3895035435217402,15000.0,['Purchase'],[Timestamp('2025-02-25 00:00:00')],[0.3895035435217402],2025-Q1,Rob Bresnahan,58.42553152826103
TDG,-10.467727579275955,15000.0,['Sale'],[Timestamp('2025-01-13 00:00:00')],[-10.467727579275955],2025-Q1,Rob Bresnahan,-1570.1591368913932
TEAM,-16.3070413561268,45000.0,"['Purchase', 'Purchase', 'Purchase']","[Timestamp('2025-01-28 00:00:00'), Timestamp('2025-01-28 00:00:00'), Timestamp('2025-01-28 00:00:00')]","[-16.3070413561268, -16.3070413561268, -16.3070413561268]",2025-Q1,Rob Bresnahan,-7338.168610257059
TECH,-9.194177807890634,15000.0,['Purchase'],[Timestamp('2025-02-25 00:00:00')],[-9.194177807890634],2025-Q1,Rob Bresnahan,-1379.1266711835951
TFX,21.528436756141332,15000.0,['Sale'],[Timestamp('2025-02-25 00:00:00')],[21.528436756141332],2025-Q1,Rob Bresnahan,3229.2655134212
TMO,4.2404115214532005,15000.0,['Sale'],[Timestamp('2025-02-25 00:00:00')],[4.2404115214532005],2025-Q1,Rob Bresnahan,636.0617282179801
TMUS,-27.372674880242283,15000.0,['Sale'],[Timestamp('2025-01-13 00:00:00')],[-27.372674880242283],2025-Q1,Rob Bresnahan,-4105.901232036343
TSLA,2.899586351986286,30000.0,"['Sale', 'Sale']","[Timestamp('2025-03-06 00:00:00'), Timestamp('2025-02-27 00:00:00')]","[-0.3932982922225829, 6.192470996195156]",2025-Q1,Rob Bresnahan,869.8759055958858
TSM,6.764831270960057,15000.0,['Sale'],[Timestamp('2025-03-03 00:00:00')],[6.764831270960057],2025-Q1,Rob Bresnahan,1014.7246906440085
TTD,14.328147041198685,30000.0,"['Purchase', 'Sale']","[Timestamp('2025-02-26 00:00:00'), Timestamp('2025-02-10 00:00:00')]","[-23.7143615987536, 52.37065568115097]",2025-Q1,Rob Bresnahan,4298.444112359605
TTWO,10.181630878629077,75000.0,"['Purchase', 'Purchase', 'Purchase', 'Purchase', 'Purchase']","[Timestamp('2025-03-03 00:00:00'), Timestamp('2025-02-10 00:00:00'), Timestamp('2025-02-03 00:00:00'), Timestamp('2025-02-03 00:00:00'), Timestamp('2025-02-03 00:00:00')]","[0.6576137444211239, 2.0379976626100804, 16.070847662038062, 16.070847662038062, 16.070847662038062]",2025-Q1,Rob Bresnahan,7636.2231589718085
TWLO,-11.646452564802244,30000.0,"['Purchase', 'Purchase']","[Timestamp('2025-03-04 00:00:00'), Timestamp('2025-02-25 00:00:00')]","[-10.692046498552315, -12.600858631052173]",2025-Q1,Rob Bresnahan,-3493.935769440673
TXT,-3.4069201549557797,15000.0,['Sale'],[Timestamp('2025-02-25 00:00:00')],[-3.40692015495578],2025-Q1,Rob Bresnahan,-511.038023243367
UBER,1.9643792404536151,15000.0,['Sale'],[Timestamp('2025-02-25 00:00:00')],[1.9643792404536151],2025-Q1,Rob Bresnahan,294.65688606804224
UNH,-8.803316303151373,65000.0,"['Sale', 'Sale']","[Timestamp('2025-02-25 00:00:00'), Timestamp('2025-01-13 00:00:00')]","[-12.404015555103328, 3.199014536688479]",2025-Q1,Rob Bresnahan,-5722.155597048392
UPS,4.679715774588927,15000.0,['Sale'],[Timestamp('2025-02-25 00:00:00')],[4.679715774588927],2025-Q1,Rob Bresnahan,701.957366188339
URI,0.4442978014743676,30000.0,"['Sale', 'Sale']","[Timestamp('2025-02-25 00:00:00'), Timestamp('2025-01-13 00:00:00')]","[-2.041071549787717, 2.929667152736452]",2025-Q1,Rob Bresnahan,133.28934044231028
V,-0.4297492064231004,15000.0,['Purchase'],[Timestamp('2025-02-25 00:00:00')],[-0.4297492064231004],2025-Q1,Rob Bresnahan,-64.46238096346505
VTRS,-21.133819435548265,15000.0,['Purchase'],[Timestamp('2025-02-25 00:00:00')],[-21.133819435548265],2025-Q1,Rob Bresnahan,-3170.07291533224
WAB,0.04616203710937,15000.0,['Sale'],[Timestamp('2025-01-13 00:00:00')],[0.04616203710937],2025-Q1,Rob Bresnahan,6.9243055664055
WAT,-2.4223944811710507,15000.0,['Purchase'],[Timestamp('2025-02-25 00:00:00')],[-2.4223944811710507],2025-Q1,Rob Bresnahan,-363.3591721756576
WMS,0.4297264774364326,15000.0,['Sale'],[Timestamp('2025-01-13 00:00:00')],[0.4297264774364326],2025-Q1,Rob Bresnahan,64.45897161546489
WSC,15.16484867946911,15000.0,['Sale'],[Timestamp('2025-01-13 00:00:00')],[15.16484867946911],2025-Q1,Rob Bresnahan,2274.7273019203662
WST,3.087238122912128,15000.0,['Purchase'],[Timestamp('2025-02-25 00:00:00')],[3.087238122912128],2025-Q1,Rob Bresnahan,463.0857184368192
WY,-1.1706061807472556,15000.0,['Purchase'],[Timestamp('2025-02-25 00:00:00')],[-1.1706061807472556],2025-Q1,Rob Bresnahan,-175.59092711208837
XOM,-5.920930958848294,50000.0,['Sale'],[Timestamp('2025-02-25 00:00:00')],[-5.920930958848294],2025-Q1,Rob Bresnahan,-2960.465479424147
ZM,-3.591464015295628,75000.0,"['Purchase', 'Purchase', 'Purchase', 'Purchase', 'Purchase']","[Timestamp('2025-03-04 00:00:00'), Timestamp('2025-02-25 00:00:00'), Timestamp('2025-01-28 00:00:00'), Timestamp('2025-01-28 00:00:00'), Timestamp('2025-01-28 00:00:00')]","[3.812871457182395, -1.1395121686704737, -6.876893121663354, -6.876893121663354, -6.876893121663354]",2025-Q1,Rob Bresnahan,-2693.5980114717213
ZS,-11.486667584993416,15000.0,['Sale'],[Timestamp('2025-01-13 00:00:00')],[-11.486667584993416],2025-Q1,Rob Bresnahan,-1723.0001377490125
ZTS,0.5304337892697689,15000.0,['Sale'],[Timestamp('2025-02-25 00:00:00')],[0.5304337892697689],2025-Q1,Rob Bresnahan,79.56506839046534
AMZN,-8.296709273297228,30000.0,"['Purchase', 'Purchase']","[Timestamp('2025-02-26 00:00:00'), Timestamp('2025-01-16 00:00:00')]","[-6.318043024474547, -10.275375522119909]",2025-Q1,Thomas H. Kean Jr,-2489.0127819891686
CCK,12.191484522614394,15000.0,['Purchase'],[Timestamp('2025-01-07 00:00:00')],[12.191484522614394],2025-Q1,Thomas H. Kean Jr,1828.722678392159
MAGN,10.746124193191957,15000.0,['Sale'],[Timestamp('2025-02-12 00:00:00')],[10.746124193191957],2025-Q1,Thomas H. Kean Jr,1611.9186289787935
MDLZ,16.279071295674264,15000.0,['Purchase'],[Timestamp('2025-02-07 00:00:00')],[16.279071295674264],2025-Q1,Thomas H. Kean Jr,2441.8606943511395
MSFT,-6.591454603566971,15000.0,['Purchase'],[Timestamp('2025-01-31 00:00:00')],[-6.591454603566971],2025-Q1,Thomas H. Kean Jr,-988.7181905350458
PRNDY,6.694946865815095,15000.0,['Sale'],[Timestamp('2025-02-07 00:00:00')],[6.694946865815095],2025-Q1,Thomas H. Kean Jr,1004.2420298722642
SYK,6.132034222088165,50000.0,['Sale'],[Timestamp('2025-02-26 00:00:00')],[6.132034222088165],2025-Q1,Thomas H. Kean Jr,3066.0171110440824
AAPL,6.630500597890162,50000.0,['Sale (Full)'],[Timestamp('2025-01-10 00:00:00')],[-6.630500597890161],2025-Q1,Tommy Tuberville,3315.250298945081
CARR,2.9268341644843288,15000.0,['Sale (Full)'],[Timestamp('2025-01-10 00:00:00')],[-2.9268341644843288],2025-Q1,Tommy Tuberville,439.0251246726493
DEO,12.378490302211407,50000.0,['Sale (Full)'],[Timestamp('2025-01-10 00:00:00')],[-12.378490302211407],2025-Q1,Tommy Tuberville,6189.245151105703
MSFT,7.834313227730487,50000.0,['Sale (Full)'],[Timestamp('2025-01-10 00:00:00')],[-7.834313227730487],2025-Q1,Tommy Tuberville,3917.1566138652433
TSCO,-0.2569804628908735,50000.0,['Sale (Full)'],[Timestamp('2025-01-10 00:00:00')],[0.2569804628908735],2025-Q1,Tommy Tuberville,-128.49023144543673
TXN,5.605366205015352,50000.0,['Sale (Full)'],[Timestamp('2025-01-10 00:00:00')],[-5.605366205015352],2025-Q1,Tommy Tuberville,2802.6831025076763
